"date","plot","bgm2.areascaled","agm2.core.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","agm2.allom","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","agm2.allom.new","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.areascaled","rhizm2.core.stemscaled","chlorophyll","LAI","percentN","year","mo","site"
2014-06-18,"s1",1609.92554979727,299.155917991956,NA,NA,328.972023037604,453.44529906348,553.133661539484,464.871319692199,716.873620510008,878.03612748712,NA,NA,NA,NA,NA,NA,NA,NA,1.63296296296296,2014,6,"fa"
2014-06-25,"s1",1732.62985875048,302.065675980711,NA,NA,345.983748410187,464.230031218589,562.576434968955,483.415127350043,732.24775554075,891.240767231631,NA,NA,NA,NA,NA,NA,NA,NA,1.64142857142857,2014,6,"fa"
2014-07-02,"s1",1818.14928587738,304.975433969466,NA,NA,331.629728836816,475.014763373698,572.019208398425,457.084616594657,747.621890571492,904.445406976143,NA,NA,NA,NA,NA,NA,NA,NA,1.54142857142857,2014,7,"fa"
2014-07-09,"s1",1903.66871300428,307.885191958221,NA,NA,317.275709263446,485.799495528807,581.461981827895,430.75410583927,762.996025602234,917.650046720655,NA,NA,NA,NA,NA,NA,NA,NA,1.44142857142857,2014,7,"fa"
2014-07-16,"s1",1989.18814013118,310.794949946975,NA,NA,302.921689690076,496.584227683916,590.904755257366,404.423595083884,778.370160632977,930.854686465167,NA,NA,NA,NA,NA,NA,NA,NA,1.34142857142857,2014,7,"fa"
2014-07-23,"s1",2027.58924704492,313.70470793573,NA,NA,291.260693912314,507.368959839025,600.347528686836,384.381678461476,793.744295663719,944.059326209679,NA,NA,NA,NA,NA,NA,NA,NA,1.25896551724138,2014,7,"fa"
2014-07-30,"s1",1948.19455342579,316.614465924485,NA,NA,286.332257623571,518.153691994134,609.790302116307,380.061247171513,809.118430694461,957.263965954191,NA,NA,NA,NA,NA,NA,NA,NA,1.22034482758621,2014,7,"fa"
2014-08-06,"s1",1868.79985980665,319.524223913239,NA,NA,281.403821334828,528.938424149243,619.233075545777,375.74081588155,824.492565725204,970.468605698703,NA,NA,NA,NA,NA,NA,NA,NA,1.18172413793103,2014,8,"fa"
2014-08-13,"s1",1789.40516618751,322.433981901994,NA,NA,276.475385046085,539.723156304352,628.675848975248,371.420384591587,839.866700755946,983.673245443215,NA,NA,NA,NA,NA,NA,NA,NA,1.14310344827586,2014,8,"fa"
2014-08-20,"s1",1743.05378791272,325.343739890749,NA,NA,273.813615905364,550.507888459461,638.118622404718,371.19044625898,855.240835786688,996.877885187727,NA,NA,NA,NA,NA,NA,NA,NA,1.11310344827586,2014,8,"fa"
2014-08-27,"s1",1894.962301704,328.253497879503,NA,NA,284.751849652772,561.29262061457,647.561395834188,395.503465670508,870.61497081743,1010.08252493224,NA,NA,NA,NA,NA,NA,NA,NA,1.1348275862069,2014,8,"fa"
2014-09-03,"s1",2046.87081549528,331.163255868258,NA,NA,295.69008340018,572.077352769679,657.004169263659,419.816485082035,885.989105848173,1023.28716467675,NA,NA,NA,NA,NA,NA,NA,NA,1.15655172413793,2014,9,"fa"
2014-09-10,"s1",2198.77932928657,334.073013857013,NA,NA,306.628317147587,582.862084924788,666.446942693129,444.129504493563,901.363240878915,1036.49180442126,NA,NA,NA,NA,NA,NA,NA,NA,1.17827586206897,2014,9,"fa"
2014-09-17,"s1",2350.68784307785,336.982771845768,NA,NA,317.566550894995,593.646817079897,675.8897161226,468.44252390509,916.737375909657,1049.69644416577,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2014,9,"fa"
2014-09-24,"s1",2367.95618894001,339.892529834522,NA,NA,267.641050537915,604.431549235006,685.33248955207,381.338679088079,932.1115109404,1062.90108391029,NA,NA,NA,NA,NA,NA,NA,NA,1.265625,2014,9,"fa"
2014-10-01,"s1",2385.22453480217,342.802287823277,NA,NA,217.715550180835,615.216281390115,694.775262981541,294.234834271068,947.485645971142,1076.1057236548,NA,NA,NA,NA,NA,NA,NA,NA,1.33125,2014,10,"fa"
2014-10-08,"s1",2252.63128700202,345.712045812032,NA,NA,198.888980743731,626.001013545224,704.218036411011,270.41810527356,962.859781001884,1089.31036339931,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-15,"s1",2060.09340173695,348.621803800786,NA,NA,192.501983674617,636.785745700333,713.660809840482,271.916222603852,978.233916032626,1102.51500314382,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-22,"s1",1867.55551647187,351.531561789541,NA,NA,186.114986605502,647.570477855441,723.103583269952,273.414339934144,993.608051063369,1115.71964288833,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-29,"s1",1675.01763120679,354.441319778296,NA,NA,179.727989536388,658.355210010551,732.546356699423,274.912457264437,1008.98218609411,1128.92428263285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-11-05,"s1",1482.47974594172,357.35107776705,NA,NA,173.340992467274,669.139942165659,741.989130128893,276.410574594729,1024.35632112485,1142.12892237736,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-12,"s1",1289.94186067664,360.260835755805,NA,NA,166.95399539816,679.924674320768,751.431903558364,277.908691925021,1039.7304561556,1155.33356212187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-19,"s1",1141.51206025795,363.17059374456,NA,NA,159.926377053379,690.709406475877,760.874676987834,277.794747831612,1055.10459118634,1168.53820186638,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-26,"s1",1257.73076891759,366.080351733315,NA,NA,149.055031054603,701.494138630986,770.317450417304,268.008435195992,1070.47872621708,1181.74284161089,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-12-03,"s1",1373.94947757722,368.990109722069,NA,NA,138.183685055827,712.278870786095,779.760223846775,258.222122560372,1085.85286124782,1194.94748135541,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-10,"s1",1473.2000459339,371.899867710824,NA,NA,127.665867168938,723.063602941204,789.202997276245,247.8732553412,1101.22699627856,1208.15212109992,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-17,"s1",1470.64177247283,374.809625699579,NA,NA,119.269217953371,733.848335096313,798.645770705716,234.149060620712,1116.60113130931,1221.35676084443,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-24,"s1",1468.08349901177,377.719383688333,NA,NA,110.872568737805,744.633067251422,808.088544135186,220.424865900223,1131.97526634005,1234.56140058894,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-31,"s1",1465.52522555071,380.629141677088,NA,NA,102.475919522238,755.417799406531,817.531317564657,206.700671179735,1147.34940137079,1247.76604033345,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2015-01-07,"s1",1462.96695208965,383.538899665843,NA,NA,94.0792703066707,766.20253156164,826.974090994127,192.976476459246,1162.72353640153,1260.97068007797,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-14,"s1",1460.40867862859,386.448657654598,NA,NA,85.6826210911037,776.987263716749,836.416864423597,179.252281738758,1178.09767143228,1274.17531982248,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-21,"s1",1603.31912714304,389.358415643352,NA,NA,91.0387294135119,787.771995871858,845.859637853068,189.511787197846,1193.47180646302,1287.37995956699,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-28,"s1",1746.22957565748,392.268173632107,NA,NA,96.39483773592,798.556728026967,855.302411282538,199.771292656935,1208.84594149376,1300.5845993115,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-02-04,"s1",1889.14002417193,395.177931620862,NA,NA,101.750946058328,809.341460182076,864.745184712009,210.030798116023,1224.2200765245,1313.78923905601,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-11,"s1",2032.05047268637,398.087689609616,NA,NA,107.107054380736,820.126192337185,874.187958141479,220.290303575111,1239.59421155525,1326.99387880053,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-18,"s1",1986.36117791935,400.997447598371,NA,NA,111.689856526863,830.910924492294,883.63073157095,227.449071436373,1254.96834658599,1340.19851854504,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-25,"s1",1909.23859260541,403.907205587126,NA,NA,116.143774310277,841.695656647403,893.07350500042,234.091049697998,1270.34248161673,1353.40315828955,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-03-04,"s1",1832.11600729147,406.81696357588,NA,NA,120.59769209369,852.480388802512,902.516278429891,240.733027959622,1285.71661664747,1366.60779803406,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-11,"s1",1754.99342197753,409.726721564635,NA,NA,125.051609877104,863.265120957621,911.959051859361,247.375006221246,1301.09075167821,1379.81243777857,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-18,"s1",1677.87083666359,412.63647955339,NA,NA,129.505527660517,874.04985311273,921.401825288832,254.016984482871,1316.46488670896,1393.01707752308,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-25,"s1",1600.74825134965,415.546237542145,NA,NA,133.959445443931,884.834585267839,930.844598718302,260.658962744495,1331.8390217397,1406.2217172676,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-04-01,"s1",1887.78653368071,418.455995530899,NA,NA,150.306010797372,895.619317422948,940.287372147772,281.982911037536,1347.21315677044,1419.42635701211,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,4,"fa"
2015-04-08,"s1",2174.82481601176,421.365753519654,NA,NA,166.652576150814,906.404049578057,949.730145577243,303.306859330578,1362.58729180118,1432.63099675662,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,4,"fa"
2015-04-15,"s1",2382.06765055589,424.275511508409,NA,NA,180.838126391282,917.188781733165,959.172919006713,321.4973975258,1377.96142683193,1445.83563650113,NA,NA,NA,NA,NA,NA,NA,NA,0.92125,2015,4,"fa"
2015-04-22,"s1",2110.53779837844,427.185269497163,NA,NA,182.05758595391,927.973513888274,968.615692436184,320.887475134107,1393.33556186267,1459.04027624564,NA,NA,NA,NA,NA,NA,NA,NA,0.93,2015,4,"fa"
2015-04-29,"s1",1839.00794620099,430.095027485918,NA,NA,183.277045516538,938.758246043383,978.058465865654,320.277552742413,1408.70969689341,1472.24491599016,NA,NA,NA,NA,NA,NA,NA,NA,0.93875,2015,4,"fa"
2015-05-06,"s1",1567.47809402354,433.004785474673,NA,NA,184.496505079166,949.542978198492,987.501239295125,319.667630350719,1424.08383192415,1485.44955573467,NA,NA,NA,NA,NA,NA,NA,NA,0.9475,2015,5,"fa"
2015-05-13,"s1",1295.94824184609,435.914543463428,NA,NA,185.715964641794,960.327710353601,996.944012724595,319.057707959026,1439.45796695489,1498.65419547918,NA,NA,NA,NA,NA,NA,NA,NA,0.95625,2015,5,"fa"
2015-05-20,"s1",1359.13164686113,438.824301452182,NA,NA,193.972562509706,971.11244250871,1006.38678615407,316.003963514178,1454.83210198564,1511.85883522369,NA,NA,NA,NA,NA,NA,NA,NA,0.965,2015,5,"fa"
2015-05-27,"s1",1422.31505187618,441.734059440937,NA,NA,202.229160377618,981.897174663819,1015.82955958354,312.95021906933,1470.20623701638,1525.0634749682,NA,NA,NA,NA,NA,NA,NA,NA,0.97375,2015,5,"fa"
2015-06-03,"s1",1485.49845689122,444.643817429692,NA,NA,210.48575824553,992.681906818928,1025.27233301301,309.896474624481,1485.58037204712,1538.26811471272,NA,NA,NA,NA,NA,NA,NA,NA,0.9825,2015,6,"fa"
2015-06-10,"s1",1548.68186190627,447.553575418446,NA,NA,218.742356113442,1003.46663897404,1034.71510644248,306.842730179633,1500.95450707786,1551.47275445723,NA,NA,NA,NA,NA,NA,NA,NA,0.99125,2015,6,"fa"
2015-06-17,"s1",1611.86526692131,450.463333407201,NA,NA,226.998953981355,1014.25137112915,1044.15787987195,303.788985734785,1516.32864210861,1564.67739420174,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,6,"fa"
2015-06-24,"s1",1675.04867193636,453.373091395956,NA,NA,235.255551849267,1025.03610328426,1053.60065330142,300.735241289937,1531.70277713935,1577.88203394625,NA,NA,NA,NA,NA,NA,NA,NA,1.00875,2015,6,"fa"
2015-07-01,"s1",1599.1920665715,456.28284938471,NA,NA,225.507424603213,1035.82083543936,1063.04342673089,305.452375395744,1547.07691217009,1591.08667369076,NA,NA,NA,NA,NA,NA,NA,NA,0.980476190476191,2015,7,"fa"
2015-07-08,"s1",1500.16212614333,459.192607373465,NA,NA,212.758509838166,1046.60556759447,1072.48620016036,311.464655926659,1562.45104720083,1604.29131343528,NA,NA,NA,NA,NA,NA,NA,NA,0.946031746031746,2015,7,"fa"
2015-07-15,"s1",1401.13218571516,462.10236536222,NA,NA,200.009595073118,1057.39029974958,1081.92897358983,317.476936457575,1577.82518223158,1617.49595317979,NA,NA,NA,NA,NA,NA,NA,NA,0.911587301587302,2015,7,"fa"
2015-07-22,"s1",1302.10224528699,465.012123350975,NA,NA,187.260680308071,1068.17503190469,1091.3717470193,323.489216988491,1593.19931726232,1630.7005929243,NA,NA,NA,NA,NA,NA,NA,NA,0.877142857142857,2015,7,"fa"
2015-07-29,"s1",1290.53475246867,467.921881339729,NA,NA,181.628813618612,1078.9597640598,1100.81452044877,327.246124675879,1608.57345229306,1643.90523266881,NA,NA,NA,NA,NA,NA,NA,NA,0.842698412698413,2015,7,"fa"
2015-08-05,"s1",1395.58385646349,470.831639328484,NA,NA,185.48634436327,1089.74449621491,1110.25729387824,327.995868571897,1623.9475873238,1657.10987241332,NA,NA,NA,NA,NA,NA,NA,NA,0.808253968253968,2015,8,"fa"
2015-08-12,"s1",1500.63296045831,473.741397317239,NA,NA,189.343875107929,1100.52922837002,1119.70006730771,328.745612467915,1639.32172235454,1670.31451215784,NA,NA,NA,NA,NA,NA,NA,NA,0.773809523809524,2015,8,"fa"
2015-08-19,"s1",1605.68206445313,476.651155305993,NA,NA,193.201405852587,1111.31396052513,1129.14284073718,329.495356363933,1654.69585738529,1683.51915190235,NA,NA,NA,NA,NA,NA,NA,NA,0.739365079365079,2015,8,"fa"
2015-08-26,"s1",1710.73116844795,479.560913294748,NA,NA,197.058936597246,1122.09869268024,1138.58561416665,330.24510025995,1670.06999241603,1696.72379164686,NA,NA,NA,NA,NA,NA,NA,NA,0.704920634920635,2015,8,"fa"
2015-09-02,"s1",1804.19190277689,482.470671283503,NA,NA,226.200214680849,1132.88342483534,1148.02838759612,367.871644388605,1685.44412744677,1709.92843139137,NA,NA,NA,NA,NA,NA,NA,NA,0.748888888888889,2015,9,"fa"
2015-09-09,"s1",1895.72124216152,485.380429272258,NA,NA,259.555450654277,1143.66815699045,1157.47116102559,411.644321889367,1700.81826247751,1723.13307113588,NA,NA,NA,NA,NA,NA,NA,NA,0.805925925925926,2015,9,"fa"
2015-09-16,"s1",1987.25058154615,488.290187261012,NA,NA,292.910686627705,1154.45288914556,1166.91393445506,455.416999390128,1716.19239750826,1736.33771088039,NA,NA,NA,NA,NA,NA,NA,NA,0.862962962962963,2015,9,"fa"
2015-09-23,"s1",2078.77992093078,491.199945249767,NA,NA,326.265922601133,1165.23762130067,1176.35670788453,499.189676890889,1731.566532539,1749.54235062491,NA,NA,NA,NA,NA,NA,NA,NA,0.92,2015,9,"fa"
2015-09-30,"s1",2257.27431498539,494.109703238522,NA,NA,316.695209742012,1176.02235345578,1185.799481314,485.027621121673,1746.94066756974,1762.74699036942,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,9,"fa"
2015-10-07,"s1",2435.76870903999,497.019461227276,NA,NA,307.124496882892,1186.80708561089,1195.24225474347,470.865565352457,1762.31480260048,1775.95163011393,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,"fa"
2015-10-14,"s1",2614.2631030946,499.929219216031,NA,NA,297.553784023771,1197.591817766,1204.68502817294,456.703509583242,1777.68893763123,1789.15626985844,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,"fa"
2015-10-21,"s1",2792.7574971492,502.838977204786,NA,NA,287.983071164651,1208.37654992111,1214.12780160242,442.541453814026,1793.06307266197,1802.36090960295,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,"fa"
2015-10-28,"s1",2971.25189120381,505.74873519354,NA,NA,278.41235830553,1219.16128207622,1223.57057503189,428.37939804481,1808.43720769271,1815.56554934747,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,"fa"
2015-11-04,"s1",2871.81291406517,508.658493182295,NA,NA,268.081932806159,1229.94601423133,1233.01334846136,408.248081014072,1823.81134272345,1828.77018909198,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,11,"fa"
2015-11-11,"s1",2772.37393692654,511.56825117105,NA,NA,257.751507306789,1240.73074638643,1242.45612189083,388.116763983334,1839.18547775419,1841.97482883649,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,11,"fa"
2015-11-18,"s1",2672.9349597879,514.478009159805,NA,NA,247.421081807418,1251.51547854154,1251.8988953203,367.985446952596,1854.55961278494,1855.179468581,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,11,"fa"
2015-11-25,"s1",2556.81159051191,444.927375209427,NA,NA,233.568694006758,1811.45037037248,2103.45339625728,349.278339071691,2769.11454945448,3234.49659958417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,11,"fa"
2015-12-02,"s1",2434.01446438098,346.392584483396,NA,NA,218.307521285581,2591.04532607375,3291.85258819726,331.140914850719,4043.34180677955,5160.2587270908,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,"fa"
2015-12-09,"s1",2311.21733825005,247.857793757366,NA,NA,203.046348564405,3370.64028177503,4480.25178013725,313.003490629747,5317.56906410461,7086.02085459742,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,"fa"
2015-12-16,"s1",2188.42021211912,149.323003031335,NA,NA,187.785175843228,4150.2352374763,5668.65097207723,294.866066408775,6591.79632142968,9011.78298210405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,"fa"
2015-12-23,"s1",2067.93771435771,82.8393311200734,NA,NA,178.470291684763,4561.22298270146,6319.24589712217,284.468532643778,7269.78935245847,10071.7790452251,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,"fa"
2015-12-30,"s1",1953.24178752014,96.4834562457326,NA,NA,184.021128933075,4050.69270173636,5625.33015492948,293.420725018719,6457.19681774657,8967.35994738242,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,"fa"
2016-01-06,"s1",1838.54586068257,110.127581371392,NA,NA,189.571966181388,3540.16242077126,4931.41441273679,302.37291739366,5644.60428303466,7862.94084953969,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,"fa"
2016-01-13,"s1",1723.849933845,123.771706497051,NA,NA,195.1228034297,3029.63213980616,4237.4986705441,311.325109768601,4832.01174832276,6758.52175169696,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,"fa"
2016-01-20,"s1",1609.15400700742,137.41583162271,NA,NA,200.673640678013,2519.10185884105,3543.58292835141,320.277302143542,4019.41921361086,5654.10265385422,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,"fa"
2016-01-27,"s1",1483.61587359678,148.105760013572,NA,NA,202.388327308071,2032.61618443603,2912.20904516576,324.468559395653,3254.30546485374,4670.56885247197,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,"fa"
2016-02-03,"s1",1293.02450074773,141.070507995654,NA,NA,181.086110228607,1690.39814939148,2656.08631602238,300.09420591078,2774.06443182536,4412.34682985257,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,"fa"
2016-02-10,"s1",1102.43312789868,134.035255977736,NA,NA,159.783893149142,1348.18011434692,2399.963586879,275.719852425907,2293.82339879698,4154.12480723317,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,"fa"
2016-02-17,"s1",911.841755049632,127.000003959818,NA,NA,138.481676069678,1005.96207930237,2143.84085773562,251.345498941034,1813.5823657686,3895.90278461377,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,"fa"
2016-02-24,"s1",879.315135330426,132.390651609912,NA,NA,133.269289816369,892.357677466537,1940.05523720784,243.881591859406,1635.30700390413,3565.49296428142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,"fa"
2016-03-02,"s1",910.014416863159,142.751659127209,NA,NA,134.492835893522,870.198728914194,1757.20446012629,243.181863339075,1577.81791050521,3206.20802486389,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,"fa"
2016-03-09,"s1",940.713698395892,153.112666644507,NA,NA,135.716381970675,848.039780361851,1574.35368304473,242.482134818745,1520.32881710629,2846.92308544636,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,"fa"
2016-03-16,"s1",971.412979928625,163.473674161804,NA,NA,136.939928047828,825.880831809508,1391.50290596318,241.782406298414,1462.83972370737,2487.63814602884,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,"fa"
2016-03-23,"s1",1002.11226146136,173.834681679101,NA,NA,138.163474124981,803.721883257166,1208.65212888163,241.082677778084,1405.35063030846,2128.35320661131,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,"fa"
2016-03-30,"s1",1032.81154299409,184.195689196399,NA,NA,139.387020202134,781.562934704823,1025.80135180008,240.382949257753,1347.86153690954,1769.06826719378,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,"fa"
2016-04-06,"s1",1366.11802820662,174.328062989449,NA,NA,145.244585903937,1251.62617211606,1434.8049849375,254.380585931512,2222.21055470132,2538.1156024145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,"fa"
2016-04-13,"s1",1699.42451341915,164.460436782499,NA,NA,151.10215160574,1721.68940952729,1843.80861807492,268.378222605271,3096.5595724931,3307.16293763521,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,"fa"
2016-04-20,"s1",2032.73099863169,154.592810575549,NA,NA,156.959717307543,2191.75264693853,2252.81225121234,282.37585927903,3970.90859028487,4076.21027285593,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,"fa"
2016-04-27,"s1",2366.03748384422,144.725184368599,NA,NA,162.817283009346,2661.81588434976,2661.81588434976,296.373495952789,4845.25760807665,4845.25760807665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,"fa"
2016-05-04,"s1",1833.18566866892,210.509359081598,NA,NA,206.248345646601,1796.07934333915,1796.07934333915,272.143723198885,2369.91825619029,2369.91825619029,1072.06171330889,1072.06171330889,1414.5803945442,1414.5803945442,1094.21010605956,79.84,1,0.44,1.24,2016,5,"fa"
2016-05-11,"s1",1744.83163889179,229.977196151136,NA,NA,206.50704147319,1633.23635872321,1633.23635872321,281.161122201685,2190.2208830016,2190.2208830016,1127.3843509548,1127.3843509548,1547.46196887441,1547.46196887441,1259.27435893846,91.8840579710145,0.959420289855072,0.485652173913043,1.20246376811594,2016,5,"fa"
2016-05-18,"s1",1656.47760911465,249.445033220674,NA,NA,206.76573729978,1470.39337410727,1470.39337410727,290.178521204484,2010.52350981292,2010.52350981292,1182.70698860072,1182.70698860072,1680.34354320462,1680.34354320462,1424.33861181736,103.928115942029,0.918840579710145,0.531304347826087,1.16492753623188,2016,5,"fa"
2016-05-25,"s1",1568.12357933752,268.912870290212,NA,NA,207.024433126369,1307.55038949132,1307.55038949132,299.195920207284,1830.82613662423,1830.82613662423,1238.02962624663,1238.02962624663,1813.22511753484,1813.22511753484,1589.40286469625,115.972173913043,0.878260869565217,0.57695652173913,1.12739130434783,2016,5,"fa"
2016-06-01,"s1",1479.76954956038,288.38070735975,NA,NA,207.283128952959,1144.70740487538,1144.70740487538,308.213319210084,1651.12876343554,1651.12876343554,1293.35226389255,1293.35226389255,1946.10669186505,1946.10669186505,1754.46711757515,128.016231884058,0.83768115942029,0.622608695652174,1.08985507246377,2016,6,"fa"
2016-06-08,"s1",1391.41551978325,307.848544429288,NA,NA,207.541824779548,981.86442025944,981.86442025944,317.230718212883,1471.43139024686,1471.43139024686,1348.67490153846,1348.67490153846,2078.98826619526,2078.98826619526,1919.53137045405,140.060289855072,0.797101449275362,0.668260869565217,1.05231884057971,2016,6,"fa"
2016-06-15,"s1",1403.63067069177,328.216043121644,NA,NA,209.419931732062,892.402100594902,892.402100594902,328.643159226431,1405.44651168579,1405.44651168579,1403.99753918438,1403.99753918438,2211.86984052547,2211.86984052547,2084.59562333295,152.104347826087,0.756521739130435,0.713913043478261,1.01478260869565,2016,6,"fa"
2016-06-22,"s1",2019.26090571426,353.981511550902,NA,NA,221.014505440123,1243.22377063879,1243.22377063879,354.425852304469,2021.7366008904,2021.7366008904,1459.32017683029,1459.32017683029,2344.75141485569,2344.75141485569,2249.65987621184,164.148405797101,0.715942028985507,0.759565217391304,0.977246376811594,2016,6,"fa"
2016-06-29,"s1",2634.89114073675,379.74697998016,NA,NA,232.609079148184,1594.04544068268,1594.04544068268,380.208545382508,2638.02669009502,2638.02669009502,1514.64281447621,1514.64281447621,2477.6329891859,2477.6329891859,2414.72412909074,176.192463768116,0.67536231884058,0.805217391304348,0.939710144927536,2016,6,"fa"
2016-07-06,"s1",3250.52137575924,405.512448409419,NA,NA,244.203652856245,1944.86711072656,1944.86711072656,405.991238460546,3254.31677929964,3254.31677929964,1569.96545212212,1569.96545212212,2610.51456351611,2610.51456351611,2579.78838196964,188.23652173913,0.634782608695652,0.850869565217391,0.902173913043478,2016,7,"fa"
2016-07-13,"s1",3717.84136292347,417.607686881782,NA,NA,254.725199956206,2230.21571582683,2234.08513519489,428.580147848051,3754.53257070002,3760.63716342866,1605.04439632966,1607.58715762867,2702.20214369911,2706.2137332065,2670.35020316472,197.102222222222,0.603174603174603,0.889922178988327,0.874285714285714,2016,7,"fa"
2016-07-20,"s1",3295.29986293822,347.681545612779,NA,NA,258.808587407564,2122.72593126537,2153.68128620987,432.006355092358,3558.30257527499,3607.13931710413,1518.66117990695,1539.00327029905,2546.7257589988,2578.81847505795,2313.89743425687,186.897777777778,0.625396825396825,0.889377431906615,0.904285714285714,2016,7,"fa"
2016-07-27,"s1",2872.75836295296,277.755404343776,NA,NA,262.891974858922,2015.23614670392,2073.27743722485,435.432562336665,3362.07257984996,3453.6414707796,1432.27796348424,1470.41938296942,2391.24937429849,2451.42321690939,1957.44466534903,176.693333333333,0.647619047619048,0.888832684824903,0.934285714285714,2016,7,"fa"
2016-08-03,"s1",2450.2168629677,207.829263074773,NA,NA,266.97536231028,1907.74636214246,1992.87358823982,438.858769580972,3165.84258442493,3300.14362445506,1345.89474706153,1401.83549563979,2235.77298959818,2324.02795876084,1600.99189644118,166.488888888889,0.66984126984127,0.888287937743191,0.964285714285714,2016,8,"fa"
2016-08-10,"s1",2027.67536298245,137.903121805769,NA,NA,271.058749761638,1800.256577581,1912.4697392548,442.284976825279,2969.6125889999,3146.64577813053,1259.51153063881,1333.25160831017,2080.29660489787,2196.63270061229,1244.53912753334,156.284444444444,0.692063492063492,0.887743190661479,0.994285714285714,2016,8,"fa"
