"plot","sampleid","site","vegplot_area_cm2","species.x","LAI","chl","spal_live_stem_count","core_area_cm2","core_live_stem_count","plot_ag_1","plot_ag_2","stemsm2","species.y","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","ag.total","survey","area","bg.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","date","percent_n","percent_c","cn_ratio","percentC","percentN","elevation","lat","long","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","zone","agm2.allom","agm2.allom.new","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"m2","39m2","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",0.98,0,12.78,6.97,2.3,2.12,0.98,39,45.6036731187748,15.08,9.09,9.27551020408163,9.27551020408163,1993.26049380389,15.3877551020408,15.3877551020408,3306.75118224011,214.894970729132,2016-08-17,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3306.75118224011,214.894970729132,1993.26049380389,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","41m2","fluxa",625,"spal",0.2,0.5,14,NA,NA,11.8039194631029,15.6418611516451,224,"spal",2.05,0,14.41,8.97,3.25,2.61,2.05,41,45.6036731187748,17.66,11.58,5.64878048780488,5.64878048780488,2539.26914392178,8.61463414634146,8.61463414634146,3872.4950847719,449.525193872163,2016-10-26,1.11,38.8,34.95,38.8,1.11,0.784,31.4499,-81.2846,3872.4950847719,449.525193872163,2539.26914392178,NA,NA,"m",188.862711409646,250.269778426322,1626.98316268017,1626.98316268017,2155.98257902871,2155.98257902871,1066.84399908473,1066.84399908473,1413.71904106186,1413.71904106186,185.28,73.2787320269427,1676.9438681139
"m2","107m2","fluxa",625,"spal",NA,NA,11,45.6036731187748,3,11.4125596227913,12.5396050205889,176,"spal",NA,NA,5.62,3.08,1.33,1.03,NA,107,45.6036731187748,6.95,4.11,NA,NA,901.243193568093,NA,NA,1524.00004751782,NA,2021-09-30,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1524.00004751782,NA,901.243193568093,407.733333333333,NA,"m",182.600953964661,200.633680329422,NA,NA,NA,NA,NA,NA,NA,NA,65.76,NA,NA
"m2","70m2","fluxa",625,"spal",NA,NA,8,45.6036731187748,4,1.86650921775439,3.93034945945474,128,"spal",NA,NA,4.75,3.89,3.08,2.52,NA,70,45.6036731187748,7.83,6.41,NA,NA,1405.58853303442,NA,NA,1716.96696000929,NA,2019-01-31,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1716.96696000929,NA,1405.58853303442,250.56,NA,"m",29.8641474840702,62.8855913512758,NA,NA,NA,NA,NA,NA,NA,NA,102.56,NA,NA
"m2","103m2","fluxa",625,"spal",NA,NA,9,45.6036731187748,1,9.06777567601603,11.4488599637256,144,"spal",NA,NA,7.73,3.81,3.03,1.84,NA,103,45.6036731187748,10.76,5.65,NA,NA,1238.93529042816,NA,NA,2359.45906637292,NA,2021-05-26,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2359.45906637292,NA,1238.93529042816,1549.44,NA,"m",145.084410816257,183.18175941961,NA,NA,NA,NA,NA,NA,NA,NA,90.4,NA,NA
"m2","1m2","fluxa",625,"spal",NA,NA,19,NA,NA,11.6881022526163,16.7139473249175,304,"spal",NA,NA,NA,NA,NA,NA,NA,1,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-11,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",187.009636041861,267.42315719868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","115m2","fluxa",625,"spal",NA,NA,10,NA,NA,4.57233095549618,7.78360613356439,160,"spal",NA,NA,NA,NA,NA,NA,NA,115,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-12,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",73.1572952879389,124.53769813703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","76m2","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",NA,NA,7.31,0.98,4.45,1.01,NA,76,45.6036731187748,11.76,1.99,NA,NA,436.368358929563,NA,NA,2578.73964874958,NA,2019-07-17,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2578.73964874958,NA,436.368358929563,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","78m2","fluxa",625,"spal",NA,NA,15,45.6036731187748,4,21.8630952108297,22.0120670775161,240,"spal",NA,NA,14.19,2.52,3.36,0.61,NA,78,45.6036731187748,17.55,3.13,NA,NA,686.348222838961,NA,NA,3848.37422071047,NA,2019-07-31,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3848.37422071047,NA,686.348222838961,1053,NA,"m",349.809523373275,352.193073240258,NA,NA,NA,NA,NA,NA,NA,NA,50.08,NA,NA
"m2","22m2","fluxa",625,"spal",NA,NA,20,NA,NA,7.57878900498686,13.7111856649519,320,"spal",NA,NA,10.64,NA,2.51,NA,NA,22,45.6036731187748,13.15,NA,NA,NA,NA,NA,NA,2883.53965825315,NA,2015-03-25,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2883.53965825315,NA,NA,NA,NA,"m",121.26062407979,219.378970639231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","63m2","fluxa",625,"spal",NA,NA,13,45.6036731187748,3,13.0782094144859,16.6679725973773,208,"spal",NA,NA,7.83,3.28,5.86,2.93,NA,63,45.6036731187748,13.69,6.21,NA,NA,1361.73241655909,NA,NA,3001.95117273654,NA,2018-07-06,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3001.95117273654,NA,1361.73241655909,949.173333333333,NA,"m",209.251350631775,266.687561558036,NA,NA,NA,NA,NA,NA,NA,NA,99.36,NA,NA
"m2","38m2","fluxa",625,"spal",0.7,0.5,23,NA,NA,15.1816037101444,19.3696533140249,368,"spal",4.47,0,12.05,8.75,5.97,4.67,4.47,38,45.6036731187748,18.02,13.42,3.00223713646532,3.00223713646532,2942.74541549484,4.03131991051454,4.03131991051454,3951.4360944275,980.184203223693,2016-07-12,0.9,42.45,47.17,42.45,0.9,0.784,31.4499,-81.2846,3951.4360944275,980.184203223693,2942.74541549484,NA,NA,"m",242.90565936231,309.914453024398,979.230420963945,979.230420963945,1249.36430503348,1249.36430503348,729.260391195124,729.260391195124,930.436679997185,930.436679997185,214.72,103.113452399301,2093.47281635293
"m2","95m2","fluxa",625,"spal",0.94,NA,13,45.6036731187748,2,16.7402273906359,17.3313180097026,208,"spal",NA,NA,7.9,3.46,3,2.4,NA,95,45.6036731187748,10.9,5.86,NA,NA,1284.98421272726,NA,NA,2390.15834790565,NA,2020-09-30,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2390.15834790565,NA,1284.98421272726,1133.6,NA,"m",267.843638250175,277.301088155242,NA,NA,NA,NA,NA,NA,NA,NA,93.76,NA,NA
"m2","111m2","fluxa",625,"spal",NA,NA,11,NA,NA,3.98060724183953,7.13042793475506,176,"spal",NA,NA,NA,NA,NA,NA,NA,111,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-13,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",63.6897158694324,114.086846956081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","21m2","fluxa",625,"spal",NA,NA,16,NA,NA,4.04170984739283,8.63304960521906,256,"spal",NA,NA,9.57,NA,1.64,NA,NA,21,45.6036731187748,11.21,NA,NA,NA,NA,NA,NA,2458.13532844241,NA,2015-02-12,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2458.13532844241,NA,NA,NA,NA,"m",64.6673575582852,138.128793683505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","2m2","fluxa",625,"spal",NA,NA,15,NA,NA,13.5635811773457,17.0184687936583,240,"spal",NA,NA,NA,NA,NA,NA,NA,2,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-10,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",217.017298837531,272.295500698533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","126m2","fluxa",625,"spal",NA,NA,16,45.6036731187748,1,7.15363558592336,12.1608577860665,256,"spal",NA,NA,18.4,7.7,1.95,0.97,NA,126,45.6036731187748,20.35,8.67,NA,NA,1901.16264920569,NA,NA,4462.35985136513,NA,2023-03-08,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,4462.35985136513,NA,1901.16264920569,5209.6,NA,"m",114.458169374774,194.573724577064,NA,NA,NA,NA,NA,NA,NA,NA,138.72,NA,NA
"m2","17m2","fluxa",625,"spal",NA,NA,15,NA,NA,5.81229658868868,10.4606160046356,240,"spal",NA,NA,7.77,NA,1.24,NA,NA,17,45.6036731187748,9.01,NA,NA,NA,NA,NA,NA,1975.71804721375,NA,2014-10-03,1.16,41.59,35.85,41.59,1.16,0.784,31.4499,-81.2846,1975.71804721375,NA,NA,NA,NA,"m",92.9967454190189,167.36985607417,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.67734641977,NA
"m2","94m2","fluxa",625,"spal",NA,NA,10,45.6036731187748,2,9.17032282337605,11.2216400690221,160,"spal",NA,NA,12.68,4.01,0.75,0.5,NA,94,45.6036731187748,13.43,4.51,NA,NA,988.955426518759,NA,NA,2944.93822131861,NA,2020-08-27,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2944.93822131861,NA,988.955426518759,1074.4,NA,"m",146.725165174017,179.546241104354,NA,NA,NA,NA,NA,NA,NA,NA,72.16,NA,NA
"m2","92m2","fluxa",625,"spal",NA,NA,8,45.6036731187748,7,12.0170266327849,12.6547695183295,128,"spal",NA,NA,6.71,2.66,1.04,0.67,NA,92,45.6036731187748,7.75,3.33,NA,NA,730.204339314295,NA,NA,1699.42451341915,NA,2020-06-25,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1699.42451341915,NA,730.204339314295,141.714285714286,NA,"m",192.272426124559,202.476312293273,NA,NA,NA,NA,NA,NA,NA,NA,53.28,NA,NA
"m2","113m2","fluxa",625,"spal",NA,NA,14,NA,NA,5.68415328169213,10.2033280294913,224,"spal",NA,NA,NA,NA,NA,NA,NA,113,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-10,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",90.9464525070741,163.253248471861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","125m2","fluxa",625,"spal",NA,NA,14,NA,NA,5.77858670689422,10.2267209345928,224,"spal",NA,NA,NA,NA,NA,NA,NA,125,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-17,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",92.4573873103076,163.627534953485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","123m2","fluxa",625,"spal",NA,NA,8,45.6036731187748,5,3.67313448195647,6.24312822913186,128,"spal",NA,NA,12.51,4.9,3.26,2.25,NA,123,45.6036731187748,15.77,7.15,NA,NA,1567.85616399315,NA,NA,3458.05478408001,NA,2022-12-05,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3458.05478408001,NA,1567.85616399315,403.712,NA,"m",58.7701517113035,99.8900516661098,NA,NA,NA,NA,NA,NA,NA,NA,114.4,NA,NA
"m2","15m2","fluxa",625,"spal",NA,NA,12,NA,NA,7.41080149558951,9.97757058723781,192,"spal",NA,NA,7.32,NA,1.62,NA,NA,15,45.6036731187748,8.94,NA,NA,NA,NA,NA,NA,1960.36840644739,NA,2014-08-19,1.39,40.32,29.01,40.32,1.39,0.784,31.4499,-81.2846,1960.36840644739,NA,NA,NA,NA,"m",118.572823929432,159.641129395805,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.808562608347,NA
"m2","114m2","fluxa",625,"spal",NA,NA,12,45.6036731187748,1,5.78968186340399,9.67268428357536,192,"spal",NA,NA,8.92,4.84,0.91,0.61,NA,114,45.6036731187748,9.83,5.45,NA,NA,1195.07917395282,NA,NA,2155.52812476262,NA,2022-03-10,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2155.52812476262,NA,1195.07917395282,1887.36,NA,"m",92.6349098144639,154.762948537206,NA,NA,NA,NA,NA,NA,NA,NA,87.2,NA,NA
"m2","77m2","fluxa",625,"spal",NA,NA,10,NA,NA,13.5216695535651,14.8969710186331,160,"spal",NA,NA,NA,NA,NA,NA,NA,77,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-26,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",216.346712857042,238.35153629813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","8m2","fluxa",625,"spal",NA,NA,11,NA,NA,1.64720167599172,4.24105723790005,176,"spal",0.32,1.64,6.13,NA,3.16,NA,1.96,8,45.6036731187748,9.29,NA,NA,NA,NA,29.03125,4.73979591836735,2037.11661027922,429.789941458263,2014-01-27,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2037.11661027922,429.789941458263,NA,NA,NA,"m",26.3552268158676,67.8569158064009,124.918396489495,765.125178498156,321.627932572176,1969.97108700458,NA,NA,NA,NA,NA,NA,NA
"m2","56m2","fluxa",625,"spal",NA,NA,8,45.6036731187748,3,5.00742639367644,7.10852950248942,128,"spal",NA,NA,3.01,NA,4.42,NA,NA,56,45.6036731187748,7.43,NA,NA,NA,NA,NA,NA,1629.25472705862,NA,2017-12-20,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1629.25472705862,NA,NA,317.013333333333,NA,"m",80.118822298823,113.736472039831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","79m2","fluxa",NA,NA,NA,NA,NA,45.6036731187748,1,15.3152928991703,16.9307891011955,NA,"spal",NA,NA,9.96,3.16,3.89,0.77,NA,79,45.6036731187748,13.85,3.93,NA,NA,861.772688740293,NA,NA,3037.03606591681,NA,2019-08-09,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3037.03606591681,NA,861.772688740293,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","119m2","fluxa",2500,"spal",NA,NA,30,NA,NA,33.3428348792644,38.7354625495236,120,"spal",NA,NA,NA,NA,NA,NA,NA,119,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",133.371339517058,154.941850198094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","88m2","fluxa",625,"spal",NA,NA,12,45.6036731187748,5,4.16139554684047,7.81103741550776,192,"spal",NA,NA,7.16,2.75,0.96,0.18,NA,88,45.6036731187748,8.12,2.93,NA,NA,642.492106363629,NA,NA,1780.55832889852,NA,2020-03-02,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1780.55832889852,NA,642.492106363629,311.808,NA,"m",66.5823287494475,124.976598648124,NA,NA,NA,NA,NA,NA,NA,NA,46.88,NA,NA
"m2","121m2","fluxa",625,"spal",NA,NA,13,NA,NA,9.44093374465048,12.8022455372508,208,"spal",NA,NA,NA,NA,NA,NA,NA,121,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-06,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",151.054939914408,204.835928596013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","62m2","fluxa",625,"spal",NA,NA,7,45.6036731187748,3,7.15357968569013,9.09756687617026,112,"spal",NA,NA,7.41,0.55,5.46,0.76,NA,62,45.6036731187748,12.87,1.31,NA,NA,287.257562913431,NA,NA,2822.14109518768,NA,2018-06-13,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2822.14109518768,NA,287.257562913431,480.48,NA,"m",114.457274971042,145.561070018724,NA,NA,NA,NA,NA,NA,NA,NA,20.96,NA,NA
"m2","67m2","fluxa",625,"spal",0.42,NA,16,45.6036731187748,5,10.2900580628842,12.5875507397944,256,"spal",NA,NA,8.92,1.83,8.89,3.68,NA,67,45.6036731187748,17.81,5.51,NA,NA,1208.23600889542,NA,NA,3905.3871721284,NA,2018-11-06,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3905.3871721284,NA,1208.23600889542,911.872,NA,"m",164.640929006148,201.400811836711,NA,NA,NA,NA,NA,NA,NA,NA,88.16,NA,NA
"m2","90m2","fluxa",625,"spal",NA,NA,9,45.6036731187748,1,9.71955473794544,12.0436642631544,144,"spal",NA,NA,7.87,4.05,1.95,1.74,NA,90,45.6036731187748,9.82,5.79,NA,NA,1269.63457196089,NA,NA,2153.33531893885,NA,2020-04-03,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2153.33531893885,NA,1269.63457196089,1414.08,NA,"m",155.512875807127,192.69862821047,NA,NA,NA,NA,NA,NA,NA,NA,92.64,NA,NA
"m2","106m2","fluxa",625,"spal",NA,NA,11,45.6036731187748,2,12.6819198013566,14.4609718691413,176,"spal",NA,NA,4.83,2.79,2.45,1.83,NA,106,45.6036731187748,7.28,4.62,NA,NA,1013.07629058019,NA,NA,1596.36263970212,NA,2021-08-31,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1596.36263970212,NA,1013.07629058019,640.64,NA,"m",202.910716821706,231.37554990626,NA,NA,NA,NA,NA,NA,NA,NA,73.92,NA,NA
"m2","72m2","fluxa",625,"spal",NA,NA,18,45.6036731187748,1,10.5892482750242,16.5086383854163,288,"spal",NA,NA,3.17,1.01,1.3,1.24,NA,72,45.6036731187748,4.47,2.25,NA,NA,493.381310347496,NA,NA,980.184203223693,NA,2019-03-27,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,980.184203223693,NA,493.381310347496,1287.36,NA,"m",169.427972400388,264.13821416666,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
"m2","46m2","fluxa",625,"spal",NA,NA,11,NA,NA,2.62587848976044,5.75767384348352,176,"spal",NA,NA,4.66,NA,2.85,NA,NA,46,45.6036731187748,7.51,NA,NA,NA,NA,NA,NA,1646.79717364875,NA,2017-03-21,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1646.79717364875,NA,NA,NA,NA,"m",42.014055836167,92.1227814957363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","23m2","fluxa",625,"spal",NA,NA,20,NA,NA,11.1996360507756,17.6693054476267,320,"spal",NA,NA,8.13,NA,2.17,NA,NA,23,45.6036731187748,10.3,NA,NA,NA,NA,NA,NA,2258.58999847965,NA,2015-04-14,1.03,43.95,42.67,43.95,1.03,0.784,31.4499,-81.2846,2258.58999847965,NA,NA,NA,NA,"m",179.194176812409,282.708887162027,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7558407090537,NA
"m2","40m2","fluxa",625,"spal",NA,0.7,19,NA,NA,21.0280407381887,23.0018953591873,304,"spal",2.98,3.58,10.95,6.88,5.84,4.74,6.56,40,45.6036731187748,16.79,11.62,1.77134146341463,3.8993288590604,2548.04036721685,5.63422818791946,2.55945121951219,3681.72097810421,1438.48062039092,2016-09-13,1.12,38.44,34.32,38.44,1.12,0.784,31.4499,-81.2846,3681.72097810421,1438.48062039092,2548.04036721685,NA,NA,"m",336.448651811018,368.030325746997,861.123912180945,1895.62847782114,941.955666050621,2073.56683533291,595.96544726281,1311.92393759867,651.907375789649,1435.07127019466,185.92,129.330861756155,1968.20549446153
"m2","9m2","fluxa",625,"spal",NA,NA,19,NA,NA,5.02225828155529,10.5304435492307,304,"spal",1.04,0,6.63,NA,3.18,NA,1.04,9,45.6036731187748,9.81,NA,NA,NA,NA,9.43269230769231,9.43269230769231,2151.14251311508,228.051805671732,2014-02-27,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2151.14251311508,228.051805671732,NA,NA,NA,"m",80.3561325048846,168.487096787691,757.974672954729,757.974672954729,1589.28694181466,1589.28694181466,NA,NA,NA,NA,NA,NA,NA
"m2","74m2","fluxa",625,"spal",0.73,NA,16,45.6036731187748,1,24.6465130101808,26.3379607577656,256,"spal",NA,NA,14.18,5.63,2.7,1.33,NA,74,45.6036731187748,16.88,6.96,NA,NA,1526.19285334159,NA,NA,3701.45623051811,NA,2019-05-29,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3701.45623051811,NA,1526.19285334159,4321.28,NA,"m",394.344208162892,421.40737212425,NA,NA,NA,NA,NA,NA,NA,NA,111.36,NA,NA
"m2","65m2","fluxa",625,"spal",NA,NA,20,45.6036731187748,4,9.86338564558873,14.4416688418826,320,"spal",NA,NA,14.32,5.89,1.8,0.9,NA,65,45.6036731187748,16.12,6.79,NA,NA,1488.91515433756,NA,NA,3534.80298791184,NA,2018-09-20,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3534.80298791184,NA,1488.91515433756,1289.6,NA,"m",157.81417032942,231.066701470121,NA,NA,NA,NA,NA,NA,NA,NA,108.64,NA,NA
"m2","43m2","fluxa",625,"spal",NA,NA,9,NA,NA,4.47715764373128,6.55089361076219,144,"spal",NA,NA,4.03,NA,1.95,NA,NA,43,45.6036731187748,5.98,NA,NA,NA,NA,NA,NA,1311.29788261246,NA,2016-12-21,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1311.29788261246,NA,NA,NA,NA,"m",71.6345222997005,104.814297772195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","118m2","fluxa",625,"spal",NA,NA,15,NA,NA,15.2189332348781,17.5983585590543,240,"spal",NA,NA,NA,NA,NA,NA,NA,118,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-11,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,NA,NA,NA,NA,NA,"m",243.50293175805,281.573736944869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","96m2","fluxa",625,"spal",NA,NA,11,45.6036731187748,4,20.9566478809155,18.6786769151725,176,"spal",NA,NA,1.52,0.45,8.85,7.01,NA,96,45.6036731187748,10.37,7.46,NA,NA,1635.83314452992,NA,NA,2273.93963924602,NA,2020-10-28,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2273.93963924602,NA,1635.83314452992,456.28,NA,"m",335.306366094648,298.85883064276,NA,NA,NA,NA,NA,NA,NA,NA,119.36,NA,NA
"m2","98m2","fluxa",625,"spal",NA,NA,13,45.6036731187748,6,7.27900462884112,10.8286169862029,208,"spal",NA,NA,5.66,3.1,1.07,1.07,NA,98,45.6036731187748,6.73,4.17,NA,NA,914.400028510693,NA,NA,1475.75831939496,NA,2020-12-17,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,1475.75831939496,NA,914.400028510693,233.306666666667,NA,"m",116.464074061458,173.257871779246,NA,NA,NA,NA,NA,NA,NA,NA,66.72,NA,NA
"m2","117m2","fluxa",625,"spal",NA,NA,10,45.6036731187748,3,10.7875729369543,13.2586906992538,160,"spal",NA,NA,5.88,0.8,19.05,6.4,NA,117,45.6036731187748,24.93,7.2,NA,NA,1578.82019311199,NA,NA,5466.66491865026,NA,2022-06-07,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,5466.66491865026,NA,1578.82019311199,1329.6,NA,"m",172.601166991269,212.13905118806,NA,NA,NA,NA,NA,NA,NA,NA,115.2,NA,NA
"m2","16m2","fluxa",625,"spal",NA,NA,18,NA,NA,6.8765661530498,11.5626905655926,288,"spal",NA,NA,12.12,NA,2.59,NA,NA,16,45.6036731187748,14.71,NA,NA,NA,NA,NA,NA,3225.61736676074,NA,2014-09-17,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3225.61736676074,NA,NA,NA,NA,"m",110.025058448797,185.003049049481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","29m2","fluxa",625,"spal",NA,NA,18,NA,NA,28.1855337651923,28.4050466897348,288,"spal",NA,NA,10.78,NA,2.41,NA,NA,29,45.6036731187748,13.19,NA,NA,NA,NA,NA,NA,2892.31088154821,NA,2015-10-28,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2892.31088154821,NA,NA,NA,NA,"m",450.968540243077,454.480747035757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","81m2","fluxa",625,"spal",NA,NA,27,45.6036731187748,3,35.1589077174967,35.625470849409,432,"spal",NA,NA,9.05,7.29,5.37,4.63,NA,81,45.6036731187748,14.42,11.92,NA,NA,2613.82454192985,NA,NA,3162.02599787151,NA,2019-09-25,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3162.02599787151,NA,2613.82454192985,2076.48,NA,"m",562.542523479947,570.007533590544,NA,NA,NA,NA,NA,NA,NA,NA,190.72,NA,NA
"m2","47m2","fluxa",625,"spal",NA,NA,11,NA,NA,6.2019302251341,9.85296821859691,176,"spal",NA,NA,7.3,NA,2.05,NA,NA,47,45.6036731187748,9.35,NA,NA,NA,NA,NA,NA,2050.27344522182,NA,2017-04-19,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2050.27344522182,NA,NA,NA,NA,"m",99.2308836021456,157.647491497551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m2","120m2","fluxa",625,"spal",NA,NA,16,45.6036731187748,3,15.3522273473935,18.3689526517492,256,"spal",NA,NA,8.77,3.17,14.06,8.42,NA,120,45.6036731187748,22.83,11.59,NA,NA,2541.46194974555,NA,NA,5006.17569565926,NA,2022-09-01,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,5006.17569565926,NA,2541.46194974555,1948.16,NA,"m",245.635637558296,293.903242427988,NA,NA,NA,NA,NA,NA,NA,NA,185.44,NA,NA
"m2","6m2","fluxa",625,"spal",NA,NA,14,NA,NA,17.673464628407,16.6038262122421,224,"spal",1.94,8.69,14.22,NA,2.78,NA,10.63,6,45.6036731187748,17,NA,NA,NA,NA,8.76288659793815,1.59924741298213,3727.76990040331,2330.95259066395,2013-11-19,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,3727.76990040331,2330.95259066395,NA,NA,NA,"m",282.775434054513,265.661219395873,452.227881366577,2477.92906130243,424.858017848527,2327.959139036,NA,NA,NA,NA,NA,NA,NA
"m2","20m2","fluxa",625,"spal",NA,NA,16,NA,NA,4.58254781313092,9.08023087152002,256,"spal",NA,NA,9.16,NA,1.94,NA,NA,20,45.6036731187748,11.1,NA,NA,NA,NA,NA,NA,2434.01446438098,NA,2015-01-14,NA,NA,NA,NA,NA,0.784,31.4499,-81.2846,2434.01446438098,NA,NA,NA,NA,"m",73.3207650100946,145.28369394432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
