Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,,,,,,
,,,,,,,,,,
Date,Site,Plot,Plant_species,Live_stem_count,Live_stem_g,Dead_stem_g,TotalBG_0_10_g,Rhizomes_0_10_g,TotalBG_10_30_g,Rhizomes_10_30_g
2023-02-15,folly,fr7,spal,3,1.83,1.02,6.22,4.08,0.77,0.78
2021-11-12,folly,fr8,spal,3,1.39,0.07,3.21,2.22,0.6,0.58
2022-08-08,folly,fr8,spal,2,0.89,0.13,4.15,2.94,0.2,0.18
2022-11-03,folly,fr8,spal,2,1.64,0.39,6.1,4.35,1.59,1.46
2021-08-11,folly,fr8,spal,3,1.74,0.18,5.66,3.94,1.31,1.13
2023-02-15,folly,fr8,spal,7,1.13,0.21,5.88,4.11,0.76,0.74
2021-06-18,folly,fr8,spal,3,2.49,1.74,6.65,4.18,1.04,0.73
2022-02-25,folly,fr8,spal,1,0.69,0,5.19,3.49,0.56,0.5
2022-05-10,folly,fr8,spal,2,1.56,0,3.18,1.82,1,0.93
2022-11-03,folly,fr9,spal,3,1.17,0.46,4.17,2.42,0.48,0.42
2021-11-12,folly,fr9,spal,3,1.8,0.2,4.75,3.32,0.67,0.62
2022-02-25,folly,fr9,spal,2,0.85,1.18,3.42,1.95,0.44,0.38
2022-05-10,folly,fr9,spal,2,0.91,0.76,3.74,2.52,0.45,0.41
2021-06-18,folly,fr9,spal,4,2.65,1.75,9.66,7.01,0.67,0.48
2023-02-15,folly,fr9,spal,3,0.41,0.89,5.2,3.32,0.36,0.34
2022-08-08,folly,fr9,spal,2,2.96,0.27,3.86,2.41,0.86,0.64
2021-08-11,folly,fr9,spal,1,0.54,0.11,5.08,3.46,0.54,0.49
2022-08-06,huntc,hc1,spal,2,1.31,0.19,3.36,2.43,0.08,0
2021-06-19,huntc,hc1,spal,7,9.7,0.25,6.88,4.96,0.56,0.23
2022-02-26,huntc,hc1,spal,1,0.71,4.21,3.99,3.1,0.56,0.39
2023-02-18,huntc,hc1,spal,1,0.61,0.5,4.54,3.29,0.3,0.23
2021-11-13,huntc,hc1,spal,2,2.39,0,3.49,2.7,0.18,0.14
2022-11-04,huntc,hc1,spal,5,1.37,0,3.06,2.39,0.47,0.34
2022-05-08,huntc,hc1,spal,2,2.16,0.32,2.69,2.1,0.61,0.52
2021-08-14,huntc,hc1,spal,4,4.23,0,4.07,3.09,0.72,0.54
2022-05-08,huntc,hc2,spal,2,1.87,0,1.95,1.52,0.4,0.37
2022-11-04,huntc,hc2,spal,5,1.83,0,3.14,2.32,0.17,0.1
2021-06-19,huntc,hc2,spal,2,2.17,0.28,6.18,4.6,1.89,1.64
2023-02-18,huntc,hc2,spal,2,0.36,0,1.87,1.45,0.55,0.49
2022-02-26,huntc,hc2,spal,2,0.88,0.89,2.45,1.94,0.45,0.33
2021-08-14,huntc,hc2,spal,2,2.52,1.04,4.03,2.88,0.24,0.15
2022-08-06,huntc,hc2,spal,5,3.29,0,4.14,3.25,0.3,0.26
2021-11-13,huntc,hc2,spal,1,0.78,0.84,2.95,2.17,0.11,0.08
2022-02-26,huntc,hc3,spal,2,0.71,0,1.29,0.88,0.42,0.18
2022-11-04,huntc,hc3,spal,4,2.67,0.26,2.71,1.91,0.24,0.17
2022-05-08,huntc,hc3,spal,1,2.15,0,2.28,1.84,0.16,0.11
2021-11-13,huntc,hc3,spal,2,1.42,0,2.75,2.31,0.66,0.64
2021-08-14,huntc,hc3,spal,3,3.15,0,3.59,3.12,0.37,0.29
2023-02-18,huntc,hc3,spal,2,0.65,0,2.31,1.65,0.17,0.13
2022-08-06,huntc,hc3,spal,4,4.06,0.43,3.69,2.97,0.28,0.16
2021-06-19,huntc,hc3,spal,1,1.59,1.33,5.32,4.28,1.44,0.96
2023-02-18,huntc,hc4,spal,1,0.28,0,1.82,1.19,0.39,0.25
2021-06-19,huntc,hc4,spal,4,10.85,0.74,5.14,4.27,1.07,0.71
2021-08-14,huntc,hc4,spal,3,1.99,0.89,4.46,3.48,0.19,0.09
2022-02-26,huntc,hc4,spal,4,0.61,0.85,2.75,1.89,0.44,0.26
2022-08-06,huntc,hc4,spal,2,4.4,0.18,2.6,2.08,0.91,0.8
2022-05-08,huntc,hc4,spal,3,3.04,0,1.67,1.42,0.65,0.56
2022-11-04,huntc,hc4,spal,5,0.4,0,0.67,0.5,0.23,0.2
2021-11-13,huntc,hc4,spal,2,4.14,0,1.15,0.93,0.37,0.33
2022-02-26,huntc,hc5,spal,3,1.07,1.75,2.86,2.29,0.46,0.44
2022-08-06,huntc,hc5,spal,1,1.21,0.43,1.25,0.82,0.53,0.5
2021-08-14,huntc,hc5,spal,5,4.93,0.16,2.91,2.18,0.37,0.31
2021-11-13,huntc,hc5,spal,4,1.05,0.92,1.19,1.1,0.05,0.03
2023-02-18,huntc,hc5,spal,2,0.41,2.35,1.9,1.18,0.15,0.13
2021-06-19,huntc,hc5,spal,8,15.19,0,6.61,5.25,0.51,0.32
2022-05-08,huntc,hc5,spal,3,2.56,0.06,1.92,1.38,0.43,0.33
2022-11-04,huntc,hc5,spal,3,2.93,0,2.38,1.9,0.19,0.18
2022-11-04,huntc,hc6,spal,3,1.17,3.2,4.31,3.21,0.71,0.59
2023-02-18,huntc,hc6,spal,3,1.71,0,1.92,1.17,0.24,0.2
2022-02-26,huntc,hc6,spal,1,1.6,0,2.86,1.61,0.66,0.53
2022-05-08,huntc,hc6,spal,2,9.05,0,2.37,1.54,0.64,0.57
2022-08-06,huntc,hc6,spal,3,2,0,3.21,2.46,0.08,0
2021-06-19,huntc,hc6,spal,3,1.14,0.2,4.93,4.07,0.74,0.6
2021-08-14,huntc,hc6,spal,4,2.22,1.63,3.54,2.7,1.05,0.87
2021-11-13,huntc,hc6,spal,3,2.79,0,4.36,3.57,0.54,0.49
2022-02-26,huntc,hc7,spal,3,0.73,3.33,2.38,1.95,0.52,0.41
2022-11-04,huntc,hc7,spal,2,0.28,0.36,2.39,1.43,0.69,0.45
2022-08-06,huntc,hc7,spal,2,2.57,0,1.76,1.2,0.63,0.58
2021-06-19,huntc,hc7,spal,2,4.54,0,7.1,4.49,0.75,0.53
2023-02-18,huntc,hc7,spal,3,0.88,0,2.3,1.74,0.12,0.06
2021-08-14,huntc,hc7,spal,6,8.86,0,4.82,3.62,0.23,0.15
2022-05-08,huntc,hc7,spal,4,2.54,0,2.19,1.56,0.58,0.5
2021-11-13,huntc,hc7,spal,2,1.4,0,2.69,2.26,0.4,0.36
2023-02-18,huntc,hc8,spal,2,0.41,0.12,2.2,1.41,0.35,0.24
2021-08-14,huntc,hc8,spal,5,2.69,0.19,3.7,2.9,0.36,0.29
2022-02-26,huntc,hc8,spal,1,1,0,1.14,0.8,0.25,0.15
2022-08-06,huntc,hc8,spal,6,8.95,0,3.81,2.75,0.63,0.41
2022-11-04,huntc,hc8,spal,3,1.88,1.29,4.22,2.95,0.72,0.49
2021-11-13,huntc,hc8,spal,3,1.78,0.83,4.12,3.57,0.6,0.54
2022-05-08,huntc,hc8,spal,1,1.53,0,0.92,0.59,0.42,0.28
2021-06-19,huntc,hc8,spal,2,5.97,0,4.12,2.9,0.6,0.26
2022-02-26,huntc,hc9,spal,4,6.03,0,5.01,3.84,0.98,0.78
2021-11-13,huntc,hc9,spal,3,8.37,0,3.13,2.37,1.06,0.85
2022-05-08,huntc,hc9,spal,1,3.73,0.52,1.81,1.4,0.8,0.65
2021-08-14,huntc,hc9,spal,5,6.4,0,0.67,0.44,0.38,0.34
2022-11-04,huntc,hc9,spal,3,3.23,0,4.2,3.35,0.56,0.44
2023-02-18,huntc,hc9,spal,2,1.93,0,1.35,0.88,0.3,0.21
2022-08-06,huntc,hc9,spal,3,2.78,0.05,3.38,2.6,0.47,0.34
2021-06-19,huntc,hc9,spal,3,4.48,0.77,9.05,5.59,1.25,0.83
2021-02-24,fluxa,m1,spal,1,,,5.29,2.26,1.97,0.78
2021-03-23,fluxa,m1,spal,1,,,3.63,1.9,1.33,0.9
2021-04-23,fluxa,m1,spal,2,,,7.07,3.12,1.3,0.88
2021-05-26,fluxa,m1,spal,1,,,7.88,2.26,0.93,0.73
2022-01-30,fluxa,m1,spal,,,,,,,
2022-09-01,fluxa,m1,spal,9,,,16.62,6.67,2.85,2.5
2021-06-23,fluxa,m1,spal,4,,,8.28,4.43,4.11,2.6
2014-12-09,fluxa,m1,spal,,,,8.84,,4.24,
2021-07-20,fluxa,m1,spal,4,,,3.35,1.77,0.45,0.35
2022-03-10,fluxa,m1,spal,1,,,5,2.2,0.9,0.28
2022-04-12,fluxa,m1,spal,,,,,,,
2021-08-31,fluxa,m1,spal,2,,,8.16,3.39,2.33,1.54
2021-09-30,fluxa,m1,spal,3,,,6.94,3.47,2.8,1.8
2021-10-26,fluxa,m1,spal,4,,,6.62,3.58,0.83,0.65
2015-08-27,fluxa,m1,spal,,,,10.08,,0.65,
2022-06-07,fluxa,m1,spal,4,,,17.89,3.82,7.53,3.56
2022-07-11,fluxa,m1,spal,,,,,,,
2014-05-27,fluxa,m1,spal,,,,5.79,,1.73,
2014-03-26,fluxa,m1,spal,,3.16,0.1,5.8,,1.75,
2021-12-02,fluxa,m1,spal,5,,,8.08,4.43,2.87,1.94
2022-01-13,fluxa,m1,spal,,,,,,,
2014-09-17,fluxa,m1,spal,,,,11.77,,4.36,
2014-04-24,fluxa,m1,spal,,1.86,0.12,6.09,,2.13,
2014-10-03,fluxa,m1,spal,,,,3.76,,1.3,
2022-10-06,fluxa,m1,spal,,,,,,,
2014-11-18,fluxa,m1,spal,,,,5.62,,0.98,
2022-02-10,fluxa,m1,spal,,,,,,,
2013-06-11,fluxa,m1,spal,,,,9.2,,2.02,
2015-01-14,fluxa,m1,spal,,,,6.97,,1.68,
2022-11-04,fluxa,m1,spal,,,,,,,
2015-02-12,fluxa,m1,spal,,,,9.1,,1.74,
2022-12-05,fluxa,m1,spal,5,,,11.96,5.34,3.64,2.58
2015-05-13,fluxa,m1,spal,,,,10.51,,3.61,
2017-11-30,fluxa,m1,spal,3,,,5.43,3.27,1.05,0.58
2022-05-20,fluxa,m1,spal,,,,,,,
2015-07-26,fluxa,m1,spal,,,,9.75,,2.14,
2016-09-13,fluxa,m1,spal,6,5.75,2.47,18.04,13.24,3.68,3.01
2015-09-23,fluxa,m1,spal,,,,12.12,,2.49,
2015-10-28,fluxa,m1,spal,,,,12.11,,0.62,
2023-03-08,fluxa,m1,spal,5,,,15.5,6.75,5.99,2.98
2013-07-10,fluxa,m1,spal,,,,23.52,,7.3,
2014-06-23,fluxa,m1,spal,,,,5.12,,2.64,
2022-08-04,fluxa,m1,spal,,,,,,,
2016-05-04,fluxa,m1,spal,,3.14,0,7.57,4.37,1.62,1.18
2013-09-12,fluxa,m1,spal,,,,9.07,,0.68,
2017-07-18,fluxa,m1,spal,3,,,8.93,5.26,2.2,1.8
2016-07-12,fluxa,m1,spal,3,11.69,0,12.09,8.12,5.63,5.02
2019-02-26,fluxa,m1,spal,1,,,2.8,1.76,0.47,0.41
2015-04-14,fluxa,m1,spal,,,,6.04,,1.75,
2017-11-10,fluxa,m1,spal,1,1.07,0.2,7.53,3.86,1.03,1.03
2016-08-17,fluxa,m1,spal,3,11.45,0,8.04,4.88,1.45,1.32
2015-06-25,fluxa,m1,spal,,,,6.31,,3.76,
2013-08-12,fluxa,m1,spal,,,,6.04,,2.3,
2023-02-17,fluxa,m1,spal,,,,,,,
2018-02-15,fluxa,m1,spal,1,,,8.81,,1.98,
2018-03-26,fluxa,m1,spal,2,,,5.94,,0.36,
2015-11-20,fluxa,m1,spal,,6.01,0,15.08,,2.36,
2015-12-21,fluxa,m1,spal,,2.59,0.91,11.55,,6.07,
2014-07-21,fluxa,m1,spal,,,,8.33,,1.69,
2014-08-19,fluxa,m1,spal,,,,5.95,,1.53,
2016-02-19,fluxa,m1,spal,,0.19,0.09,8.71,,1.5,
2016-03-30,fluxa,m1,spal,,0.89,0.13,4.86,,2.76,
2016-04-27,fluxa,m1,spal,,1.25,0,3.26,,2.15,
2017-06-30,fluxa,m1,spal,1,,,13.28,8.83,3.21,2.57
2016-06-14,fluxa,m1,spal,,1.93,0,12.57,,1.76,
2019-01-15,fluxa,m1,spal,1,,,4.49,2.44,0.66,0.52
2013-11-19,fluxa,m1,spal,,0.43,8.83,13.2,,3.97,
2017-08-15,fluxa,m1,spal,1,,,20.74,,3.1,
2019-01-31,fluxa,m1,spal,4,,,7.89,6.89,2.36,2.35
2015-03-25,fluxa,m1,spal,,,,6.97,,1.64,
2020-06-25,fluxa,m1,spal,3,,,4.79,2.01,1.29,0.53
2017-12-20,fluxa,m1,spal,2,,,9.43,,7.23,
2019-07-17,fluxa,m1,spal,,,,10.57,4.41,2.32,0.3
2019-07-31,fluxa,m1,spal,5,,,10.82,2.59,2.57,0.72
2016-10-26,fluxa,m1,spal,4,1.23,0.27,8.07,5.08,4.79,3.89
2013-10-02,fluxa,m1,spal,,,,16.2,,1.56,
2018-04-25,fluxa,m1,spal,3,,,10.94,1.55,2.5,0.22
2016-12-21,fluxa,m1,spal,,,,6.2,,4.81,
2016-01-26,fluxa,m1,spal,,2.52,1.21,12.8,,2.46,
2017-02-06,fluxa,m1,spal,,,,8.07,,2.13,
2017-03-21,fluxa,m1,spal,,,,6.93,,3.39,
2018-08-22,fluxa,m1,spal,5,,,15.3,6.06,8.8,3.65
2017-04-19,fluxa,m1,spal,,,,7.25,,4.44,
2018-09-20,fluxa,m1,spal,5,,,19.87,9.01,7.26,3.49
2017-05-23,fluxa,m1,spal,1,,,8.05,,0.79,
2020-03-02,fluxa,m1,spal,1,,,3.75,1.13,2.03,0.47
2018-11-06,fluxa,m1,spal,6,,,5.48,0.53,2.4,1
2020-03-30,fluxa,m1,spal,1,,,4.33,3.03,3.43,2.71
2018-12-04,fluxa,m1,spal,2,,,10.56,5.38,2.48,2.01
2020-05-14,fluxa,m1,spal,1,,,2.61,1.38,2.57,1.04
2013-12-12,fluxa,m1,spal,,0.55,8.51,15.88,,1.31,
2019-04-25,fluxa,m1,spal,2,,,11.46,5.69,2.08,1.72
2019-05-29,fluxa,m1,spal,1,,,13.92,6.84,3.52,1.69
2018-01-31,fluxa,m1,spal,1,,,3.63,,0.65,
2020-10-28,fluxa,m1,spal,4,,,0.18,0.16,10.23,4.36
2019-08-09,fluxa,m1,spal,4,,,6.66,1.78,4.11,0.36
2019-09-25,fluxa,m1,spal,4,,,6.86,5.71,0.63,0.6
2018-05-29,fluxa,m1,spal,1,,,6.52,2.04,7.95,2.15
2017-01-24,fluxa,m1,spal,,,,6.14,,3.97,
2018-07-06,fluxa,m1,spal,1,,,9.28,3.15,2.92,1.46
2019-12-10,fluxa,m1,spal,2,,,1.48,0.58,0.56,0.13
2020-12-17,fluxa,m1,spal,5,,,9.46,3.73,4.62,4.26
2020-01-30,fluxa,m1,spal,1,,,0.63,0.21,2.31,0.68
2019-03-27,fluxa,m1,spal,2,,,5.83,2.17,2.25,2.06
2014-02-27,fluxa,m1,spal,,0.64,0.31,3.89,,1.59,
2020-04-03,fluxa,m1,spal,1,,,1.83,1.44,0.14,0.07
2019-07-26,fluxa,m1,spal,,,,,,,
2017-10-03,fluxa,m1,spal,,3.26,0,7.19,2.75,2.79,1.29
2021-01-26,fluxa,m1,spal,8,,,12.09,5.4,2.52,1.88
2020-07-24,fluxa,m1,spal,4,,,5.86,2.48,0.79,0.5
2014-01-27,fluxa,m1,spal,,0.15,1.58,8.21,,1.15,
2018-06-13,fluxa,m1,spal,2,,,7.49,3.24,2.98,1.49
2020-09-30,fluxa,m1,spal,3,,,11.26,5.08,0.61,0.42
2019-11-01,fluxa,m1,spal,4,,,4.76,1.77,1.78,1.65
2019-11-22,fluxa,m1,spal,4,,,2.41,1.7,3.4,3.25
2020-08-27,fluxa,m1,spal,2,,,7.95,4.01,4.2,2.8
2020-11-30,fluxa,m1,spal,5,,,13.91,4.56,0.92,0.66
2014-10-03,fluxa,m10,spal,,,,10.98,,2.62,
2014-10-03,fluxa,m11,spal,,,,9.47,,1.78,
2014-10-03,fluxa,m12,spal,,,,7.33,,1.92,
2021-02-24,fluxa,m2,spal,2,,,5.13,1.51,0.37,0.06
2021-03-23,fluxa,m2,spal,1,,,2.81,1.42,1.43,0.96
2021-04-23,fluxa,m2,spal,1,,,4.48,2.3,0.3,0.19
2021-05-26,fluxa,m2,spal,1,,,7.73,3.81,3.03,1.84
2022-01-30,fluxa,m2,spal,,,,,,,
2022-09-01,fluxa,m2,spal,3,,,8.77,3.17,14.06,8.42
2021-06-23,fluxa,m2,spal,2,,,8.57,4.56,4.96,3.55
2014-12-09,fluxa,m2,spal,,,,10.41,,1.5,
2021-07-20,fluxa,m2,spal,2,,,12.23,4.81,0.57,0.38
2022-03-10,fluxa,m2,spal,1,,,8.92,4.84,0.91,0.61
2022-04-12,fluxa,m2,spal,,,,,,,
2021-08-31,fluxa,m2,spal,2,,,4.83,2.79,2.45,1.83
2015-05-13,fluxa,m2,spal,,,,8.07,,3.99,
2021-09-30,fluxa,m2,spal,3,,,5.62,3.08,1.33,1.03
2021-10-26,fluxa,m2,spal,4,,,6.88,3.67,3.68,2.7
2015-08-27,fluxa,m2,spal,,,,8.08,,1.38,
2022-06-07,fluxa,m2,spal,3,,,5.88,0.8,19.05,6.4
2022-07-11,fluxa,m2,spal,,,,,,,
2014-05-27,fluxa,m2,spal,,,,2.85,,2.91,
2014-03-26,fluxa,m2,spal,,1.81,0.18,6.39,,2.26,
2021-12-02,fluxa,m2,spal,3,,,8.85,4.42,1.25,0.99
2022-01-13,fluxa,m2,spal,,,,,,,
2014-09-17,fluxa,m2,spal,,,,12.12,,2.59,
2014-04-24,fluxa,m2,spal,,2.94,0.2,4.12,,0.61,
2014-10-03,fluxa,m2,spal,,,,7.77,,1.24,
2022-10-06,fluxa,m2,spal,,,,,,,
2014-11-18,fluxa,m2,spal,,,,7.72,,0.72,
2022-02-10,fluxa,m2,spal,,,,,,,
2015-01-14,fluxa,m2,spal,,,,9.16,,1.94,
2022-11-04,fluxa,m2,spal,,,,,,,
2022-12-05,fluxa,m2,spal,5,,,12.51,4.9,3.26,2.25
2017-11-30,fluxa,m2,spal,1,,,8.18,6.15,5.88,1.68
2022-05-20,fluxa,m2,spal,,,,,,,
2015-06-25,fluxa,m2,spal,,,,7.07,,1.73,
2015-07-26,fluxa,m2,spal,,,,12.76,,1.33,
2016-09-13,fluxa,m2,spal,4,2.98,3.58,10.95,6.88,5.84,4.74
2015-09-23,fluxa,m2,spal,,,,17.73,,3.41,
2023-03-08,fluxa,m2,spal,1,,,18.4,7.7,1.95,0.97
2013-07-10,fluxa,m2,spal,,,,,,,
2014-06-23,fluxa,m2,spal,,,,8.63,,1.92,
2022-08-04,fluxa,m2,spal,,,,,,,
2014-08-19,fluxa,m2,spal,,,,7.32,,1.62,
2016-05-04,fluxa,m2,spal,,1.41,0,10.1,7.43,1.57,1.42
2013-09-12,fluxa,m2,spal,,,,53.87,,1.23,
2013-06-11,fluxa,m2,spal,,,,,,,
2017-07-18,fluxa,m2,spal,2,,,9.62,7.11,4.7,4.41
2016-07-12,fluxa,m2,spal,1,4.47,0,12.05,8.75,5.97,4.67
2015-02-12,fluxa,m2,spal,,,,9.57,,1.64,
2015-04-14,fluxa,m2,spal,,,,8.13,,2.17,
2017-11-10,fluxa,m2,spal,1,1.13,0.2,4.02,2.49,4.91,3.99
2016-08-17,fluxa,m2,spal,2,0.98,0,12.78,6.97,2.3,2.12
2013-08-12,fluxa,m2,spal,,,,6.42,,1.64,
2023-02-17,fluxa,m2,spal,,,,,,,
2018-02-15,fluxa,m2,spal,2,,,8.09,,1.35,
2018-03-26,fluxa,m2,spal,3,,,4.27,,0.69,
2015-10-28,fluxa,m2,spal,,,,10.78,,2.41,
2016-10-26,fluxa,m2,spal,1,2.05,0,14.41,8.97,3.25,2.61
2015-11-20,fluxa,m2,spal,,5.02,0,14.26,,2.47,
2015-12-21,fluxa,m2,spal,,1,5.64,6.36,,2.75,
2014-07-21,fluxa,m2,spal,,,,9.44,,3.32,
2016-02-19,fluxa,m2,spal,,0.84,0,10.23,,2.3,
2016-03-30,fluxa,m2,spal,,1.01,0,3.43,,0.34,
2016-04-27,fluxa,m2,spal,,1.04,0,12.27,,3.22,
2017-05-23,fluxa,m2,spal,2,,,9.9,,6.28,
2017-06-30,fluxa,m2,spal,2,,,7.92,5.18,4.09,3.34
2016-06-14,fluxa,m2,spal,,7.03,0,13.63,,2.09,
2019-01-15,fluxa,m2,spal,4,,,6.53,3.74,3.65,2.19
2013-11-19,fluxa,m2,spal,,1.94,8.69,14.22,,2.78,
2017-08-15,fluxa,m2,spal,1,,,9.18,,2.74,
2019-01-31,fluxa,m2,spal,4,,,4.75,3.89,3.08,2.52
2015-03-25,fluxa,m2,spal,,,,10.64,,2.51,
2020-06-25,fluxa,m2,spal,7,,,6.71,2.66,1.04,0.67
2019-02-26,fluxa,m2,spal,1,,,3.37,1.48,1.12,0.89
2017-12-20,fluxa,m2,spal,3,,,3.01,,4.42,
2019-07-17,fluxa,m2,spal,,,,7.31,0.98,4.45,1.01
2019-07-31,fluxa,m2,spal,4,,,14.19,2.52,3.36,0.61
2013-10-02,fluxa,m2,spal,,,,16.87,,1.1,
2018-04-25,fluxa,m2,spal,1,,,8.41,2.98,0.78,0.18
2016-12-21,fluxa,m2,spal,,,,4.03,,1.95,
2016-01-26,fluxa,m2,spal,,1.77,0.84,11.73,,0.45,
2017-02-06,fluxa,m2,spal,,,,4.32,,4.59,
2018-07-06,fluxa,m2,spal,3,,,7.83,3.28,5.86,2.93
2017-03-21,fluxa,m2,spal,,,,4.66,,2.85,
2018-08-22,fluxa,m2,spal,6,,,17.29,5.93,3.25,1.6
2017-04-19,fluxa,m2,spal,,,,7.3,,2.05,
2018-09-20,fluxa,m2,spal,4,,,14.32,5.89,1.8,0.9
2020-03-02,fluxa,m2,spal,5,,,7.16,2.75,0.96,0.18
2018-11-06,fluxa,m2,spal,5,,,8.92,1.83,8.89,3.68
2018-12-04,fluxa,m2,spal,1,,,4.68,2.65,2.31,1.61
2020-05-14,fluxa,m2,spal,1,,,2.33,1.34,0.31,0.24
2013-12-12,fluxa,m2,spal,,0.21,11.32,10.36,,4.75,
2019-04-25,fluxa,m2,spal,1,,,5.6,3.15,2.93,2.46
2019-05-29,fluxa,m2,spal,1,,,14.18,5.63,2.7,1.33
2018-01-31,fluxa,m2,spal,1,,,7.57,,2.18,
2020-10-28,fluxa,m2,spal,4,,,1.52,0.45,8.85,7.01
2019-08-09,fluxa,m2,spal,1,,,9.96,3.16,3.89,0.77
2021-01-26,fluxa,m2,spal,2,,,8.26,5.02,6.1,4.01
2019-09-25,fluxa,m2,spal,3,,,9.05,7.29,5.37,4.63
2018-05-29,fluxa,m2,spal,1,,,12.55,5.53,1.74,0.57
2017-01-24,fluxa,m2,spal,,,,4.86,,3.44,
2019-12-10,fluxa,m2,spal,5,,,8.41,2.61,4.9,1.26
2020-12-17,fluxa,m2,spal,6,,,5.66,3.1,1.07,1.07
2020-01-30,fluxa,m2,spal,4,,,8.14,2.74,0.21,0.08
2019-03-27,fluxa,m2,spal,1,,,3.17,1.01,1.3,1.24
2014-02-27,fluxa,m2,spal,,1.04,0,6.63,,3.18,
2020-08-27,fluxa,m2,spal,2,,,12.68,4.01,0.75,0.5
2020-03-30,fluxa,m2,spal,1,,,3.28,1.58,0.58,0.58
2014-01-27,fluxa,m2,spal,,0.32,1.64,6.13,,3.16,
2020-04-03,fluxa,m2,spal,1,,,7.87,4.05,1.95,1.74
2017-10-03,fluxa,m2,spal,,5.16,0,7.98,3.67,1.1,0
2020-07-24,fluxa,m2,spal,4,,,5.14,2.1,1.06,0.56
2020-09-30,fluxa,m2,spal,2,,,7.9,3.46,3,2.4
2018-06-13,fluxa,m2,spal,3,,,7.41,0.55,5.46,0.76
2019-07-26,fluxa,m2,spal,,,,,,,
2019-11-22,fluxa,m2,spal,2,,,7.54,4.17,1.63,1.45
2019-11-01,fluxa,m2,spal,2,,,5.24,3.36,0.41,0.35
2020-11-30,fluxa,m2,spal,8,,,10.67,5.82,3.34,1.97
2021-02-24,fluxa,m3,spal,,,,,,,
2021-03-23,fluxa,m3,spal,,,,,,,
2021-04-23,fluxa,m3,spal,,,,,,,
2021-05-26,fluxa,m3,spal,,,,,,,
2022-01-30,fluxa,m3,spal,,,,,,,
2022-09-01,fluxa,m3,spal,,,,,,,
2021-06-23,fluxa,m3,spal,,,,,,,
2014-12-09,fluxa,m3,spal,,,,,,,
2021-07-20,fluxa,m3,spal,,,,,,,
2022-03-10,fluxa,m3,spal,,,,,,,
2022-04-12,fluxa,m3,spal,,,,,,,
2021-08-31,fluxa,m3,spal,,,,,,,
2015-05-13,fluxa,m3,spal,,,,,,,
2021-09-30,fluxa,m3,spal,,,,,,,
2021-10-26,fluxa,m3,spal,,,,,,,
2015-08-27,fluxa,m3,spal,,,,,,,
2022-06-07,fluxa,m3,spal,,,,,,,
2022-07-11,fluxa,m3,spal,,,,,,,
2014-05-27,fluxa,m3,spal,,,,,,,
2014-03-26,fluxa,m3,spal,,,,,,,
2021-12-02,fluxa,m3,spal,,,,,,,
2022-01-13,fluxa,m3,spal,,,,,,,
2014-09-17,fluxa,m3,spal,,,,,,,
2014-04-24,fluxa,m3,spal,,,,,,,
2014-10-03,fluxa,m3,spal,,,,10.52,,1.76,
2022-10-06,fluxa,m3,spal,,,,,,,
2014-11-18,fluxa,m3,spal,,,,,,,
2022-02-10,fluxa,m3,spal,,,,,,,
2015-01-14,fluxa,m3,spal,,,,,,,
2022-11-04,fluxa,m3,spal,,,,,,,
2022-12-05,fluxa,m3,spal,,,,,,,
2015-04-14,fluxa,m3,spal,,,,,,,
2017-11-30,fluxa,m3,spal,,,,,,,
2022-05-20,fluxa,m3,spal,,,,,,,
2015-06-25,fluxa,m3,spal,,,,,,,
2015-07-26,fluxa,m3,spal,,,,,,,
2016-09-13,fluxa,m3,spal,1,0.66,0,6.23,3.63,2.44,1.94
2023-03-08,fluxa,m3,spal,,,,,,,
2013-07-10,fluxa,m3,spal,,,,,,,
2014-06-23,fluxa,m3,spal,,,,,,,
2022-08-04,fluxa,m3,spal,,,,,,,
2014-08-19,fluxa,m3,spal,,,,,,,
2016-03-30,fluxa,m3,spal,,,,,,,
2017-06-30,fluxa,m3,spal,,,,,,,
2013-09-12,fluxa,m3,spal,,,,,,,
2013-06-11,fluxa,m3,spal,,,,,,,
2016-06-14,fluxa,m3,spal,,,,,,,
2017-07-18,fluxa,m3,spal,,,,,,,
2016-07-12,fluxa,m3,spal,3,11.23,0,9.75,6.64,4.05,2.34
2015-02-12,fluxa,m3,spal,,,,,,,
2017-11-10,fluxa,m3,spal,,,,,,,
2016-08-17,fluxa,m3,spal,2,1.91,0,8.83,5.83,2.15,1.79
2013-08-12,fluxa,m3,spal,,,,,,,
2023-02-17,fluxa,m3,spal,,,,,,,
2018-02-15,fluxa,m3,spal,,,,,,,
2015-09-23,fluxa,m3,spal,,,,,,,
2018-03-26,fluxa,m3,spal,,,,,,,
2015-10-28,fluxa,m3,spal,,,,,,,
2016-10-26,fluxa,m3,spal,2,1.15,0,5.56,3.49,0.4,0.11
2015-11-20,fluxa,m3,spal,,,,,,,
2014-07-21,fluxa,m3,spal,,,,,,,
2016-02-19,fluxa,m3,spal,,,,,,,
2016-04-27,fluxa,m3,spal,,,,,,,
2017-05-23,fluxa,m3,spal,,,,,,,
2019-01-15,fluxa,m3,spal,,,,,,,
2013-11-19,fluxa,m3,spal,,,,,,,
