Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,,
,,,,,,
Date,Site,Plot,Species,Vegplot_area,LAI,SPAD_chlorophyll_reading
2016-02-19,fluxa,t5,spal,3025,,
2016-02-19,fluxa,t6,spal,3025,,
2016-03-30,fluxa,m1,spal,625,,
2016-03-30,fluxa,m2,spal,625,,
2016-03-30,fluxa,m3,spal,625,,
2016-03-30,fluxa,m4,spal,625,,
2016-03-30,fluxa,m5,spal,625,,
2016-03-30,fluxa,m6,spal,625,,
2016-03-30,fluxa,s1,spal,625,,
2016-03-30,fluxa,s2,spal,625,,
2016-03-30,fluxa,s3,spal,625,,
2016-03-30,fluxa,s4,spal,625,,
2016-03-30,fluxa,s5,spal,625,,
2016-03-30,fluxa,s6,spal,625,,
2016-03-30,fluxa,t1,spal,3025,,
2016-03-30,fluxa,t2,spal,3025,,
2016-03-30,fluxa,t3,spal,3025,,
2016-03-30,fluxa,t4,spal,3025,,
2016-03-30,fluxa,t5,spal,3025,,
2016-03-30,fluxa,t6,spal,3025,,
2016-04-27,fluxa,m1,spal,625,,
2016-04-27,fluxa,m2,spal,625,,
2016-04-27,fluxa,m3,spal,625,,
2016-04-27,fluxa,m4,spal,625,,
2016-04-27,fluxa,m5,spal,625,,
2016-04-27,fluxa,m6,spal,625,,
2016-04-27,fluxa,s1,spal,625,,
2016-04-27,fluxa,s2,spal,625,,
2016-04-27,fluxa,s3,spal,625,,
2016-04-27,fluxa,s4,spal,625,,
2016-04-27,fluxa,s5,spal,625,,
2016-04-27,fluxa,s6,spal,625,,
2016-04-27,fluxa,t1,spal,3025,,
2016-04-27,fluxa,t2,spal,3025,,
2016-04-27,fluxa,t3,spal,3025,,
2016-04-27,fluxa,t4,spal,3025,,
2016-04-27,fluxa,t5,spal,3025,,
2016-04-27,fluxa,t6,spal,3025,,
2016-05-03,skida,sk1,spal,2500,0.64,0.5
2016-05-03,skida,sk2,spal,2500,1.84,0.6
2016-05-03,skida,sk3,spal,2500,0.36,0.6
2016-05-03,skida,sk4,spal,2500,0.56,0.6
2016-05-03,skida,sk5,spal,2500,0.34,0.6
2016-05-03,skida,sk6,spal,2500,0.42,0.6
2016-05-03,skida,sk7,spal,2500,0.82,0.7
2016-05-03,skida,sk8,spal,2500,0.53,0.7
2016-05-03,skida,sk9,spal,2500,0.83,0.7
2016-05-04,fluxa,m1,spal,625,0.4,0.8
2016-05-04,fluxa,m2,spal,625,0.56,0.8
2016-05-04,fluxa,m3,spal,625,0.77,0.7
2016-05-04,fluxa,m4,spal,625,0.48,0.8
2016-05-04,fluxa,m5,spal,625,0.35,0.8
2016-05-04,fluxa,m6,spal,625,0.49,0.8
2016-05-04,fluxa,s1,spal,625,0.44,1
2016-05-04,fluxa,s2,spal,625,0.31,0.9
2016-05-04,fluxa,s3,spal,625,0.58,1
2016-05-04,fluxa,s4,spal,625,0.21,0.8
2016-05-04,fluxa,s5,spal,625,0.34,0.7
2016-05-04,fluxa,s6,spal,625,0.35,0.9
2016-05-04,fluxa,t1,spal,3025,2.45,0.7
2016-05-04,fluxa,t2,spal,3025,2.32,0.7
2016-05-04,fluxa,t3,spal,3025,1.01,0.7
2016-05-04,fluxa,t4,spal,3025,2.31,0.6
2016-05-04,fluxa,t5,spal,3025,1.2,0.8
2016-05-04,fluxa,t6,spal,3025,1.45,0.7
2016-05-04,fluxb,fb1,spal,2500,1.12,0.7
2016-05-04,fluxb,fb2,spal,2500,2.21,0.8
2016-05-04,fluxb,fb3,spal,2500,0.51,0.8
2016-05-04,fluxb,fb4,spal,2500,0.2,0.7
2016-05-04,fluxb,fb5,spal,2500,0.66,0.7
2016-05-04,fluxb,fb6,spal,2500,0.3,0.6
2016-05-04,fluxb,fb7,spal,625,0.99,0.7
2016-05-04,fluxb,fb8,spal,2500,0.28,0.7
2016-05-04,fluxb,fb9,spal,2500,0.31,0.7
2016-05-05,ugami,ug1,spal,625,0.64,0.8
2016-05-05,ugami,ug2,spal,625,1.67,0.7
2016-05-05,ugami,ug3,spal,625,0.9,0.7
2016-05-05,ugami,ug4,spal,625,0.48,0.8
2016-05-05,ugami,ug5,spal,625,1.01,0.7
2016-05-05,ugami,ug6,spal,625,1.35,0.8
2016-05-05,ugami,ug7,spal,625,1.51,0.7
2016-05-05,ugami,ug8,spal,625,0.88,0.8
2016-05-05,ugami,ug9,spal,625,1.01,0.8
2016-06-14,fluxa,m1,spal,625,,
2016-06-14,fluxa,m2,spal,625,,
2016-06-14,fluxa,m3,spal,625,,
2016-06-14,fluxa,m4,spal,625,,
2016-06-14,fluxa,m5,spal,625,,
2016-06-14,fluxa,m6,spal,625,,
2016-06-14,fluxa,s1,spal,625,,
2016-06-14,fluxa,s2,spal,625,,
2016-06-14,fluxa,s3,spal,625,,
2016-06-14,fluxa,s4,spal,625,,
2016-06-14,fluxa,s5,spal,625,,
2016-06-14,fluxa,s6,spal,625,,
2016-06-14,fluxa,t1,spal,3025,,
2016-06-14,fluxa,t2,spal,3025,,
2016-06-14,fluxa,t3,spal,3025,,
2016-06-14,fluxa,t4,spal,3025,,
2016-06-14,fluxa,t5,spal,3025,,
2016-06-14,fluxa,t6,spal,3025,,
2016-07-12,fluxa,m1,spal,625,0.69,0.6
2016-07-12,fluxa,m2,spal,625,0.7,0.5
2016-07-12,fluxa,m3,spal,625,0.66,0.4
2016-07-12,fluxa,m4,spal,625,0.53,0.5
2016-07-12,fluxa,m5,spal,625,0.66,0.5
2016-07-12,fluxa,m6,spal,625,0.62,0.5
2016-07-12,fluxa,s1,spal,625,0.89,0.6
2016-07-12,fluxa,s2,spal,625,0.73,0.5
2016-07-12,fluxa,s3,spal,625,0.82,0.8
2016-07-12,fluxa,s4,spal,625,0.36,0.5
2016-07-12,fluxa,s5,spal,625,0.46,0.5
2016-07-12,fluxa,s6,spal,625,0.38,0.8
2016-07-12,fluxa,t1,spal,3025,2.27,0.5
2016-07-12,fluxa,t2,spal,3025,3.22,0.2
2016-07-12,fluxa,t3,spal,3025,3.42,0.3
2016-07-12,fluxa,t4,spal,3025,2.83,0.5
2016-07-12,fluxa,t5,spal,3025,2.58,0.4
2016-07-12,fluxa,t6,spal,3025,1.33,0.5
2016-07-13,fluxb,fb1,spal,625,0.85,0.5
2016-07-13,fluxb,fb2,spal,625,0.71,0.6
2016-07-13,fluxb,fb3,spal,625,0.47,0.6
2016-07-13,fluxb,fb4,spal,625,0.44,0.6
2016-07-13,fluxb,fb5,spal,625,0.37,0.6
2016-07-13,fluxb,fb6,spal,625,0.38,0.5
2016-07-13,fluxb,fb7,spal,625,1.3,0.5
2016-07-13,fluxb,fb8,spal,625,0.6,0.4
2016-07-13,fluxb,fb9,spal,625,0.53,0.6
2016-07-14,ugami,ug1,spal,625,0.76,0.6
2016-07-14,ugami,ug2,spal,625,1.28,0.5
2016-07-14,ugami,ug3,spal,625,0.9,0.5
2016-07-14,ugami,ug4,spal,625,0.72,0.5
2016-07-14,ugami,ug5,spal,625,0.64,0.7
2016-07-14,ugami,ug6,spal,625,1.03,0.7
2016-07-14,ugami,ug7,spal,625,1.58,0.7
2016-07-14,ugami,ug8,spal,625,1.23,0.6
2016-07-14,ugami,ug9,spal,625,0.87,0.7
2016-07-18,skida,sk1,spal,625,0.5,0.6
2016-07-18,skida,sk2,spal,2500,1.33,0.5
2016-07-18,skida,sk3,spal,625,0.25,0.6
2016-07-18,skida,sk4,spal,625,0.52,0.5
2016-07-18,skida,sk5,spal,625,0.12,0.6
2016-07-18,skida,sk6,spal,625,0.4,0.5
2016-07-18,skida,sk7,spal,2500,0.45,0.6
2016-07-18,skida,sk8,spal,2500,0.45,0.6
2016-07-18,skida,sk9,spal,2500,0.65,0.7
2016-08-16,skida,sk1,spal,625,0.37,0.4
2016-08-16,skida,sk2,spal,2500,1.86,0.5
2016-08-16,skida,sk3,spal,625,0.74,0.5
2016-08-16,skida,sk4,spal,625,0.84,0.5
2016-08-16,skida,sk5,spal,625,0.81,0.6
2016-08-16,skida,sk6,spal,2500,0.89,0.5
2016-08-16,skida,sk7,spal,2500,0.81,0.7
2016-08-16,skida,sk8,spal,2500,1.45,0.6
2016-08-16,skida,sk9,spal,2500,0.6,0.6
2016-08-17,fluxa,m1,spal,625,1.4,0.7
2016-08-17,fluxa,m2,spal,625,0.86,0.6
2016-08-17,fluxa,m3,spal,625,0.72,0.6
2016-08-17,fluxa,m4,spal,625,1.06,0.6
2016-08-17,fluxa,m5,spal,625,0.41,0.7
2016-08-17,fluxa,m6,spal,625,0.88,0.6
2016-08-17,fluxa,s1,spal,625,0.72,0.6
2016-08-17,fluxa,s2,spal,625,0.57,0.6
2016-08-17,fluxa,s3,spal,625,0.71,0.6
2016-08-17,fluxa,s4,spal,625,0.67,0.4
2016-08-17,fluxa,s5,spal,625,0.79,0.6
2016-08-17,fluxa,s6,spal,625,0.32,0.5
2016-08-17,fluxa,t1,spal,3025,1.82,0.5
2016-08-17,fluxa,t2,spal,3025,2.52,0.4
2016-08-17,fluxa,t3,spal,3025,2.83,0.5
2016-08-17,fluxa,t4,spal,3025,2.38,0.6
2016-08-17,fluxa,t5,spal,3025,1.59,0.7
2016-08-17,fluxa,t6,spal,3025,1.45,0.7
2016-08-18,fluxb,fb1,spal,2500,0.58,0.4
2016-08-18,fluxb,fb2,spal,2500,0.31,0.5
2016-08-18,fluxb,fb3,spal,2500,0.39,0.4
2016-08-18,fluxb,fb4,spal,2500,0.3,0.5
2016-08-18,fluxb,fb5,spal,2500,0.23,0.5
2016-08-18,fluxb,fb6,spal,2500,0.33,0.5
2016-08-18,fluxb,fb7,spal,2500,0.78,0.4
2016-08-18,fluxb,fb8,spal,625,0.38,0.5
2016-08-18,fluxb,fb9,spal,2500,0.5,0.3
2016-08-19,ugami,ug1,spal,625,0.84,0.6
2016-08-19,ugami,ug2,spal,625,1.84,0.8
2016-08-19,ugami,ug3,spal,625,1,0.7
2016-08-19,ugami,ug4,spal,625,0.87,0.4
2016-08-19,ugami,ug5,spal,625,1.36,0.8
2016-08-19,ugami,ug6,spal,625,0.8,0.6
2016-08-19,ugami,ug7,spal,625,2.15,0.6
2016-08-19,ugami,ug8,spal,625,1.71,0.6
2016-08-19,ugami,ug9,spal,625,1.21,0.6
2016-09-12,skida,sk1,spal,625,,0.4
2016-09-12,skida,sk2,spal,625,,0.6
2016-09-12,skida,sk3,spal,625,,0.5
2016-09-12,skida,sk4,spal,625,,0.7
2016-09-12,skida,sk5,spal,625,,0.6
2016-09-12,skida,sk6,spal,625,,0.5
2016-09-12,skida,sk7,spal,2500,,0.6
2016-09-12,skida,sk8,spal,2500,,0.7
2016-09-12,skida,sk9,spal,2500,,0.8
2016-09-13,fluxa,m1,spal,625,,0.8
2016-09-13,fluxa,m2,spal,625,,0.7
2016-09-13,fluxa,m3,spal,625,,0.7
2016-09-13,fluxa,m4,spal,625,,0.7
2016-09-13,fluxa,m5,spal,625,,0.8
2016-09-13,fluxa,m6,spal,625,,0.8
2016-09-13,fluxa,s1,spal,625,,0.8
2016-09-13,fluxa,s2,spal,625,,0.8
2016-09-13,fluxa,s3,spal,625,,0.9
2016-09-13,fluxa,s4,spal,625,,0.8
2016-09-13,fluxa,s5,spal,625,,0.8
2016-09-13,fluxa,s6,spal,625,,0.5
2016-09-13,fluxa,t1,spal,3025,,0.7
2016-09-13,fluxa,t2,spal,3025,,0.6
2016-09-13,fluxa,t3,spal,3025,,0.7
2016-09-13,fluxa,t4,spal,3025,,0.6
2016-09-13,fluxa,t5,spal,3025,,0.7
2016-09-13,fluxa,t6,spal,3025,,0.8
2016-09-14,ugami,ug1,spal,625,,0.7
2016-09-14,ugami,ug2,spal,625,,0.8
2016-09-14,ugami,ug3,spal,625,,1.2
2016-09-14,ugami,ug4,spal,625,,1.2
2016-09-14,ugami,ug5,spal,625,,0.9
2016-09-14,ugami,ug6,spal,625,,0.9
2016-09-14,ugami,ug7,spal,625,,1
2016-09-14,ugami,ug8,spal,625,,0.8
2016-09-14,ugami,ug9,spal,625,,0.8
2016-09-15,fluxb,fb1,spal,625,,0.6
2016-09-15,fluxb,fb2,spal,625,,0.6
2016-09-15,fluxb,fb3,spal,625,,0.7
2016-09-15,fluxb,fb4,spal,625,,0.6
2016-09-15,fluxb,fb5,spal,625,,0.5
2016-09-15,fluxb,fb6,spal,625,,0.5
2016-09-15,fluxb,fb7,spal,625,,0.6
2016-09-15,fluxb,fb8,spal,625,,0.5
2016-09-15,fluxb,fb9,spal,625,,0.7
2016-10-26,fluxa,m1,spal,625,,0.8
2016-10-26,fluxa,m2,spal,625,0.2,0.5
2016-10-26,fluxa,m3,spal,625,,0.8
2016-10-26,fluxa,m4,spal,625,,0.9
2016-10-26,fluxa,m5,spal,625,,0.6
2016-10-26,fluxa,m6,spal,625,,0.6
2016-10-26,fluxa,s1,spal,625,,0.9
2016-10-26,fluxa,s2,spal,625,,0.9
2016-10-26,fluxa,s3,spal,625,,0.7
2016-10-26,fluxa,s4,spal,625,,0.8
2016-10-26,fluxa,s5,spal,625,,1
2016-10-26,fluxa,s6,spal,625,,0.9
2016-10-26,fluxa,t1,spal,3025,,0.6
2016-10-26,fluxa,t2,spal,3025,,0.6
2016-10-26,fluxa,t3,spal,3025,,0.5
2016-10-26,fluxa,t4,spal,3025,,0.7
2016-10-26,fluxa,t5,spal,3025,,0.5
2016-10-26,fluxa,t6,spal,3025,,0.9
2016-10-27,fluxb,fb1,spal,2500,0.77,0.6
2016-10-27,fluxb,fb2,spal,625,0.91,0.7
2016-10-27,fluxb,fb3,spal,625,0.93,0.8
2016-10-27,fluxb,fb4,spal,625,0.66,0.6
2016-10-27,fluxb,fb5,spal,625,0.77,0.8
2016-10-27,fluxb,fb6,spal,625,0.9,0.8
2016-10-27,fluxb,fb7,spal,2500,1.77,0.7
2016-10-27,fluxb,fb8,spal,625,0.7,0.6
2016-10-27,fluxb,fb9,spal,625,0.77,0.9
2016-10-28,skida,sk1,spal,625,0.99,0.5
2016-10-28,skida,sk2,spal,2500,1.45,0.7
2016-10-28,skida,sk3,spal,625,0.67,0.6
2016-10-28,skida,sk4,spal,625,0.83,0.6
2016-10-28,skida,sk5,spal,625,0.75,0.9
2016-10-28,skida,sk6,spal,625,0.79,0.6
2016-10-28,skida,sk7,spal,2500,0.95,0.7
2016-10-28,skida,sk8,spal,2500,1.21,0.6
2016-10-28,skida,sk9,spal,2500,1.03,0.8
2016-10-29,ugami,ug1,spal,625,0.52,0.8
2016-10-29,ugami,ug2,spal,625,2.52,0.6
2016-10-29,ugami,ug3,spal,625,0.73,0.9
2016-10-29,ugami,ug4,spal,625,1.39,0.9
2016-10-29,ugami,ug5,spal,625,1.19,0.9
2016-10-29,ugami,ug6,spal,625,1.95,0.9
2016-10-29,ugami,ug7,spal,625,1.63,0.9
2016-10-29,ugami,ug8,spal,625,2.16,0.8
2016-10-29,ugami,ug9,spal,625,1.6,0.8
2016-12-21,fluxa,m1,spal,625,,
2016-12-21,fluxa,m2,spal,625,,
2016-12-21,fluxa,m3,spal,625,,
2016-12-21,fluxa,m4,spal,625,,
2016-12-21,fluxa,m5,spal,625,,
2016-12-21,fluxa,m6,spal,625,,
2016-12-21,fluxa,s1,spal,625,,
2016-12-21,fluxa,s2,spal,625,,
2016-12-21,fluxa,s3,spal,625,,
2016-12-21,fluxa,s4,spal,625,,
2016-12-21,fluxa,s5,spal,625,,
2016-12-21,fluxa,s6,spal,625,,
2016-12-21,fluxa,t1,spal,3025,,
2016-12-21,fluxa,t2,spal,3025,,
2016-12-21,fluxa,t3,spal,3025,,
2016-12-21,fluxa,t4,spal,3025,,
2016-12-21,fluxa,t5,spal,3025,,
2016-12-21,fluxa,t6,spal,3025,,
2017-01-24,fluxa,m1,spal,625,,
2017-01-24,fluxa,m2,spal,625,,
2017-01-24,fluxa,m3,spal,625,,
2017-01-24,fluxa,m4,spal,625,,
2017-01-24,fluxa,m5,spal,625,,
2017-01-24,fluxa,m6,spal,625,,
2017-01-24,fluxa,s1,spal,625,,
2017-01-24,fluxa,s2,spal,625,,
2017-01-24,fluxa,s3,spal,625,,
2017-01-24,fluxa,s4,spal,625,,
2017-01-24,fluxa,s5,spal,625,,
2017-01-24,fluxa,s6,spal,625,,
2017-01-24,fluxa,t1,spal,3025,,
2017-01-24,fluxa,t2,spal,3025,,
2017-01-24,fluxa,t3,spal,3025,,
2017-01-24,fluxa,t4,spal,3025,,
2017-01-24,fluxa,t5,spal,3025,,
2017-01-24,fluxa,t6,spal,3025,,
2017-02-06,fluxa,m1,spal,625,,
2017-02-06,fluxa,m2,spal,625,,
2017-02-06,fluxa,m3,spal,625,,
2017-02-06,fluxa,m4,spal,625,,
2017-02-06,fluxa,m5,spal,625,,
2017-02-06,fluxa,m6,spal,625,,
2017-02-06,fluxa,s1,spal,625,,
2017-02-06,fluxa,s2,spal,625,,
2017-02-06,fluxa,s3,spal,625,,
2017-02-06,fluxa,s4,spal,625,,
2017-02-06,fluxa,s5,spal,625,,
2017-02-06,fluxa,s6,spal,625,,
2017-02-06,fluxa,t1,spal,3025,,
2017-02-06,fluxa,t2,spal,3025,,
2017-02-06,fluxa,t3,spal,3025,,
2017-02-06,fluxa,t4,spal,3025,,
2017-02-06,fluxa,t5,spal,3025,,
2017-02-06,fluxa,t6,spal,3025,,
2017-03-21,fluxa,m1,spal,625,,
2017-03-21,fluxa,m2,spal,625,,
2017-03-21,fluxa,m3,spal,625,,
2017-03-21,fluxa,m4,spal,625,,
2017-03-21,fluxa,m5,spal,625,,
2017-03-21,fluxa,m6,spal,625,,
2017-03-21,fluxa,s1,spal,625,,
2017-03-21,fluxa,s2,spal,625,,
2017-03-21,fluxa,s3,spal,625,,
2017-03-21,fluxa,s4,spal,625,,
2017-03-21,fluxa,s5,spal,625,,
2017-03-21,fluxa,s6,spal,625,,
2017-03-21,fluxa,t1,spal,3025,,
2017-03-21,fluxa,t2,spal,3025,,
2017-03-21,fluxa,t3,spal,3025,,
2017-03-21,fluxa,t4,spal,3025,,
2017-03-21,fluxa,t5,spal,3025,,
2017-03-21,fluxa,t6,spal,3025,,
2017-04-19,fluxa,m1,spal,625,,
2017-04-19,fluxa,m2,spal,625,,
2017-04-19,fluxa,m3,spal,625,,
2017-04-19,fluxa,m4,spal,625,,
2017-04-19,fluxa,m5,spal,625,,
2017-04-19,fluxa,m6,spal,625,,
2017-04-19,fluxa,s1,spal,625,,
2017-04-19,fluxa,s2,spal,625,,
2017-04-19,fluxa,s3,spal,625,,
2017-04-19,fluxa,s4,spal,625,,
2017-04-19,fluxa,s5,spal,625,,
2017-04-19,fluxa,s6,spal,625,,
2017-04-19,fluxa,t1,spal,3025,,
2017-04-19,fluxa,t2,spal,3025,,
2017-04-19,fluxa,t3,spal,3025,,
2017-04-19,fluxa,t4,spal,3025,,
2017-04-19,fluxa,t5,spal,3025,,
2017-04-19,fluxa,t6,spal,3025,,
2017-05-23,fluxa,m1,spal,625,,
2017-05-23,fluxa,m2,spal,625,,
2017-05-23,fluxa,m3,spal,625,,
2017-05-23,fluxa,m4,spal,625,,
2017-05-23,fluxa,m5,spal,625,,
2017-05-23,fluxa,m6,spal,625,,
2017-05-23,fluxa,s1,spal,625,,
2017-05-23,fluxa,s2,spal,625,,
2017-05-23,fluxa,s3,spal,625,,
2017-05-23,fluxa,s4,spal,625,,
2017-05-23,fluxa,s5,spal,625,,
2017-05-23,fluxa,s6,spal,625,,
2017-05-23,fluxa,t1,spal,3025,,
2017-05-23,fluxa,t2,spal,3025,,
2017-05-23,fluxa,t3,spal,3025,,
2017-05-23,fluxa,t4,spal,3025,,
2017-05-23,fluxa,t5,spal,3025,,
2017-05-23,fluxa,t6,spal,3025,,
2017-06-30,fluxa,m1,spal,625,,
2017-06-30,fluxa,m2,spal,625,,
2017-06-30,fluxa,m3,spal,625,,
2017-06-30,fluxa,m4,spal,625,,
2017-06-30,fluxa,m5,spal,625,,
2017-06-30,fluxa,m6,spal,625,,
2017-06-30,fluxa,s1,spal,625,,
2017-06-30,fluxa,s2,spal,625,,
2017-06-30,fluxa,s3,spal,625,,
2017-06-30,fluxa,s4,spal,625,,
2017-06-30,fluxa,s5,spal,625,,
2017-06-30,fluxa,s6,spal,625,,
2017-06-30,fluxa,t1,spal,3025,,
2017-06-30,fluxa,t2,spal,3025,,
2017-06-30,fluxa,t3,spal,3025,,
2017-06-30,fluxa,t4,spal,3025,,
2017-06-30,fluxa,t5,spal,3025,,
2017-06-30,fluxa,t6,spal,3025,,
2017-06-30,fluxa,t7,spal,3025,,
2017-06-30,fluxa,t8,spal,3025,,
2017-07-18,fluxa,m1,spal,625,,
2017-07-18,fluxa,m2,spal,625,,
2017-07-18,fluxa,m3,spal,625,,
2017-07-18,fluxa,m4,spal,625,,
2017-07-18,fluxa,m5,spal,625,,
2017-07-18,fluxa,m6,spal,625,,
2017-07-18,fluxa,s1,spal,625,,
2017-07-18,fluxa,s2,spal,625,,
2017-07-18,fluxa,s3,spal,625,,
2017-07-18,fluxa,s4,spal,625,,
2017-07-18,fluxa,s5,spal,625,,
2017-07-18,fluxa,s6,spal,625,,
2017-07-18,fluxa,t1,spal,3025,,
2017-07-18,fluxa,t2,spal,3025,,
2017-07-18,fluxa,t3,spal,3025,,
2017-07-18,fluxa,t4,spal,3025,,
2017-07-18,fluxa,t5,spal,3025,,
2017-07-18,fluxa,t6,spal,3025,,
2017-07-18,fluxa,t7,spal,3025,,
2017-07-18,fluxa,t8,spal,3025,,
2017-08-15,fluxa,m1,spal,625,,
2017-08-15,fluxa,m2,spal,625,,
2017-08-15,fluxa,m3,spal,625,,
2017-08-15,fluxa,m4,spal,625,,
2017-08-15,fluxa,m5,spal,625,,
2017-08-15,fluxa,m6,spal,625,,
2017-08-15,fluxa,s1,spal,625,,
2017-08-15,fluxa,s2,spal,625,,
2017-08-15,fluxa,s3,spal,625,,
2017-08-15,fluxa,s4,spal,625,,
2017-08-15,fluxa,s5,spal,625,,
2017-08-15,fluxa,s6,spal,625,,
2017-08-15,fluxa,t1,spal,3025,,
2017-08-15,fluxa,t2,spal,3025,,
2017-08-15,fluxa,t3,spal,3025,,
2017-08-15,fluxa,t4,spal,3025,,
2017-08-15,fluxa,t5,spal,3025,,
2017-08-15,fluxa,t6,spal,3025,,
2017-08-15,fluxa,t7,spal,3025,,
2017-08-15,fluxa,t8,spal,3025,,
2017-10-03,fluxa,m1,spal,625,,
2017-10-03,fluxa,m2,spal,625,,
2017-10-03,fluxa,m3,spal,625,,
2017-10-03,fluxa,m4,spal,625,,
2017-10-03,fluxa,m5,spal,625,,
2017-10-03,fluxa,m6,spal,625,,
2017-10-03,fluxa,s1,spal,625,,
2017-10-03,fluxa,s2,spal,625,,
2017-10-03,fluxa,s3,spal,625,,
2017-10-03,fluxa,s4,spal,625,,
2017-10-03,fluxa,s5,spal,625,,
2017-10-03,fluxa,s6,spal,625,,
2017-10-03,fluxa,t1,spal,3025,,
2017-10-03,fluxa,t2,spal,3025,,
2017-10-03,fluxa,t3,spal,3025,,
2017-10-03,fluxa,t4,spal,3025,,
2017-10-03,fluxa,t5,spal,3025,,
2017-10-03,fluxa,t6,spal,3025,,
2017-10-03,fluxa,t7,spal,3025,,
2017-10-03,fluxa,t8,spal,3025,,
2017-11-10,fluxa,m1,spal,625,,
2017-11-10,fluxa,m2,spal,625,,
2017-11-10,fluxa,m3,spal,625,,
2017-11-10,fluxa,m4,spal,625,,
2017-11-10,fluxa,m5,spal,625,,
2017-11-10,fluxa,m6,spal,625,,
2017-11-10,fluxa,s1,spal,625,,
2017-11-10,fluxa,s2,spal,625,,
2017-11-10,fluxa,s3,spal,625,,
2017-11-10,fluxa,s4,spal,625,,
2017-11-10,fluxa,s5,spal,625,,
2017-11-10,fluxa,s6,spal,625,,
2017-11-10,fluxa,t1,spal,3025,,
2017-11-10,fluxa,t2,spal,3025,,
2017-11-10,fluxa,t3,spal,3025,,
2017-11-10,fluxa,t4,spal,3025,,
2017-11-10,fluxa,t5,spal,3025,,
2017-11-10,fluxa,t6,spal,3025,,
2017-11-10,fluxa,t7,spal,3025,,
2017-11-10,fluxa,t8,spal,3025,,
2017-11-30,fluxa,m1,spal,625,,
2017-11-30,fluxa,m2,spal,625,,
2017-11-30,fluxa,m3,spal,625,,
2017-11-30,fluxa,m4,spal,625,,
2017-11-30,fluxa,m5,spal,625,,
2017-11-30,fluxa,m6,spal,625,,
2017-11-30,fluxa,s1,spal,625,,
2017-11-30,fluxa,s2,spal,625,,
2017-11-30,fluxa,s3,spal,625,,
2017-11-30,fluxa,s4,spal,625,,
2017-11-30,fluxa,s5,spal,625,,
2017-11-30,fluxa,s6,spal,625,,
2017-11-30,fluxa,t1,spal,3025,,
2017-11-30,fluxa,t2,spal,3025,,
2017-11-30,fluxa,t3,spal,3025,,
2017-11-30,fluxa,t4,spal,3025,,
2017-11-30,fluxa,t5,spal,3025,,
2017-11-30,fluxa,t6,spal,3025,,
2017-11-30,fluxa,t7,spal,3025,,
2017-11-30,fluxa,t8,spal,3025,,
2017-12-20,fluxa,m1,spal,625,,
2017-12-20,fluxa,m2,spal,625,,
2017-12-20,fluxa,m3,spal,625,,
2017-12-20,fluxa,m4,spal,625,,
2017-12-20,fluxa,m5,spal,625,,
2017-12-20,fluxa,m6,spal,625,,
2017-12-20,fluxa,s1,spal,625,,
2017-12-20,fluxa,s2,spal,625,,
2017-12-20,fluxa,s3,spal,625,,
2017-12-20,fluxa,s4,spal,625,,
2017-12-20,fluxa,s5,spal,625,,
2017-12-20,fluxa,s6,spal,625,,
2017-12-20,fluxa,t1,spal,3025,,
2017-12-20,fluxa,t2,spal,3025,,
2017-12-20,fluxa,t3,spal,3025,,
2017-12-20,fluxa,t4,spal,3025,,
2017-12-20,fluxa,t5,spal,3025,,
2017-12-20,fluxa,t6,spal,3025,,
2017-12-20,fluxa,t7,spal,3025,,
2017-12-20,fluxa,t8,spal,3025,,
2018-01-31,fluxa,m1,spal,625,,
2018-01-31,fluxa,m2,spal,625,,
2018-01-31,fluxa,m3,spal,625,,
2018-01-31,fluxa,m4,spal,625,,
2018-01-31,fluxa,m5,spal,625,,
2018-01-31,fluxa,m6,spal,625,,
2018-01-31,fluxa,s1,spal,625,,
2018-01-31,fluxa,s2,spal,625,,
2018-01-31,fluxa,s3,spal,625,,
2018-01-31,fluxa,s4,spal,625,,
2018-01-31,fluxa,s5,spal,625,,
2018-01-31,fluxa,s6,spal,625,,
2018-01-31,fluxa,t1,spal,3025,,
2018-01-31,fluxa,t2,spal,3025,,
2018-01-31,fluxa,t3,spal,3025,,
2018-01-31,fluxa,t4,spal,3025,,
2018-01-31,fluxa,t5,spal,3025,,
2018-01-31,fluxa,t6,spal,3025,,
2018-01-31,fluxa,t7,spal,3025,,
2018-01-31,fluxa,t8,spal,3025,,
2018-02-15,fluxa,m1,spal,625,,
2018-02-15,fluxa,m2,spal,625,,
2018-02-15,fluxa,m3,spal,625,,
2018-02-15,fluxa,m4,spal,625,,
2018-02-15,fluxa,m5,spal,625,,
2018-02-15,fluxa,m6,spal,625,,
2018-02-15,fluxa,s1,spal,625,,
2018-02-15,fluxa,s2,spal,625,,
2018-02-15,fluxa,s3,spal,625,,
2018-02-15,fluxa,s4,spal,625,,
2018-02-15,fluxa,s5,spal,625,,
2018-02-15,fluxa,s6,spal,625,,
2018-02-15,fluxa,t1,spal,3025,,
2018-02-15,fluxa,t2,spal,3025,,
2018-02-15,fluxa,t3,spal,3025,,
2018-02-15,fluxa,t4,spal,3025,,
2018-02-15,fluxa,t5,spal,3025,,
2018-02-15,fluxa,t6,spal,3025,,
